Geneid	Genesymbol
ENSG00000202193.1	RNA5SP427
ENSG00000087245.13	MMP2
ENSG00000187193.9	MT1X
ENSG00000261114.1	ENSG00000261114
ENSG00000150394.14	CDH8
ENSG00000260600.1	ENSG00000260600
ENSG00000166548.17	TK2
ENSG00000280334.1	ENSG00000280334
ENSG00000159714.12	ZDHHC1
ENSG00000222177.1	RNU4-30P
ENSG00000166848.7	TERF2IP
ENSG00000167526.14	RPL13
ENSG00000167703.15	SLC43A2
ENSG00000167705.12	RILP
ENSG00000108963.19	DPH1
ENSG00000167720.13	SRR
ENSG00000262050.2	ENSG00000262050
ENSG00000280254.1	ENSG00000280254
ENSG00000108556.10	CHRNE
ENSG00000091640.8	SPAG7
ENSG00000234327.10	ZNF232-AS1
ENSG00000263272.1	ENSG00000263272
ENSG00000167842.16	MIS12
ENSG00000267532.6	MIR497HG
ENSG00000258315.5	C17orf49
ENSG00000174327.7	SLC16A13
ENSG00000141505.12	ASGR1
ENSG00000132535.23	DLG4
ENSG00000262481.5	TMEM256-PLSCR3
ENSG00000205544.4	TMEM256
ENSG00000263301.1	ENSG00000263301
ENSG00000170175.11	CHRNB1
ENSG00000209582.1	SNORA48
ENSG00000238917.1	SNORD10
ENSG00000277985.1	SNORA67
ENSG00000129226.14	CD68
ENSG00000233223.5	MPDU1-AS1
ENSG00000129244.9	ATP1B2
ENSG00000183011.14	NAA38
ENSG00000280046.1	ENSG00000280046
ENSG00000263620.1	ENSG00000263620
ENSG00000007237.19	GAS7
ENSG00000187824.9	TMEM220
ENSG00000175662.18	TOM1L2
ENSG00000264273.1	ENSG00000264273
ENSG00000262202.4	ENSG00000262202
ENSG00000277947.1	SNORD3D
ENSG00000281000.1	SNORD3D
ENSG00000264940.5	SNORD3C
ENSG00000166482.12	MFAP4
ENSG00000266009.1	ENSG00000266009
ENSG00000109046.15	WSB1
ENSG00000266872.1	ENSG00000266872
ENSG00000240494.2	RPS12P28
ENSG00000167543.16	TP53I13
ENSG00000284424.1	MIR4724
ENSG00000267547.1	ENSG00000267547
ENSG00000267102.1	ENSG00000267102
ENSG00000271268.1	ENSG00000271268
ENSG00000199293.1	SNORA21
ENSG00000226117.1	ENSG00000226117
ENSG00000214578.5	HMGN2P15
ENSG00000275107.1	MIR6782
ENSG00000204652.6	RPS26P8
ENSG00000264999.1	MIR5089
ENSG00000185262.9	UBALD2
ENSG00000293256.1	CBX3P2
ENSG00000266405.4	CBX3P2
ENSG00000264000.1	ENSG00000264000
ENSG00000287834.1	ENSG00000287834
ENSG00000178127.13	NDUFV2
ENSG00000265257.5	ENSG00000265257
ENSG00000134265.13	NAPG
ENSG00000128789.22	PSMG2
ENSG00000175354.20	PTPN2
ENSG00000290461.1	ENSG00000290461
ENSG00000186481.17	ANKRD20A5P
ENSG00000274918.1	ENSG00000274918
ENSG00000153391.16	INO80C
ENSG00000285550.1	ENSG00000285550
ENSG00000267337.2	LINC01478
ENSG00000267573.1	KRT8P5
ENSG00000078043.16	PIAS2
ENSG00000141627.14	DYM
ENSG00000196628.20	TCF4
ENSG00000224161.3	RPS26P54
ENSG00000267597.1	RPIAP1
ENSG00000119537.18	KDSR
ENSG00000266258.1	LINC01909
ENSG00000287879.1	ENSG00000287879
ENSG00000267317.2	ENSG00000267317
ENSG00000239367.2	RN7SL477P
ENSG00000287766.1	ENSG00000287766
ENSG00000141905.19	NFIC
ENSG00000267986.1	ENSG00000267986
ENSG00000267106.9	ZNF561-AS1
ENSG00000171466.10	ZNF562
ENSG00000105088.9	OLFM2
ENSG00000267179.1	ENSG00000267179
ENSG00000286098.1	ENSG00000286098
ENSG00000257446.4	ZNF878
ENSG00000223547.10	ZNF844
ENSG00000290812.1	ENSG00000290812
ENSG00000291101.1	ENSG00000291101
ENSG00000197857.16	ZNF44
ENSG00000213290.4	PGK1P2
ENSG00000105612.10	DNASE2
ENSG00000160888.7	IER2
ENSG00000267598.1	ENSG00000267598
ENSG00000104998.4	IL27RA
ENSG00000105135.16	ILVBL
ENSG00000011243.19	AKAP8L
ENSG00000269145.2	MAST3-AS1
ENSG00000216490.4	IFI30
ENSG00000130517.14	PGPEP1
ENSG00000130513.7	GDF15
ENSG00000181035.14	SLC25A42
ENSG00000213996.13	TM6SF2
ENSG00000266904.8	LINC00663
ENSG00000287533.1	ENSG00000287533
ENSG00000267581.1	ENSG00000267581
ENSG00000291177.1	ENSG00000291177
ENSG00000081665.14	ZNF506
ENSG00000270325.1	BNIP3P9
ENSG00000273791.1	BNIP3P47
ENSG00000268070.1	ENSG00000268070
ENSG00000267641.1	BNIP3P16
ENSG00000268461.2	ENSG00000268461
ENSG00000269110.1	ENSG00000269110
ENSG00000288815.1	ENSG00000288815
ENSG00000196268.12	ZNF493
ENSG00000269471.1	ENSG00000269471
ENSG00000269397.1	ENSG00000269397
ENSG00000267692.1	TAF9P3
ENSG00000089351.15	GRAMD1A
ENSG00000239382.11	ALKBH6
ENSG00000267053.9	ENSG00000267053
ENSG00000181007.9	ZFP82
ENSG00000267091.1	CTBP2P7
ENSG00000267254.8	ZNF790-AS1
ENSG00000291239.1	ENSG00000291239
ENSG00000185869.15	ZNF829
ENSG00000198453.15	ZNF568
ENSG00000267360.6	ENSG00000267360
ENSG00000196967.11	ZNF585A
ENSG00000267470.6	ZNF571-AS1
ENSG00000180479.15	ZNF571
ENSG00000290988.1	ZNF781
ENSG00000293171.1	ENSG00000293171
ENSG00000291089.1	ENSG00000291089
ENSG00000225868.8	WDR87BP
ENSG00000167645.17	YIF1B
ENSG00000130244.13	FAM98C
ENSG00000128016.8	ZFP36
ENSG00000187187.14	ZNF546
ENSG00000105223.21	PLD3
ENSG00000197019.5	SERTAD1
ENSG00000167565.13	SERTAD3
ENSG00000090013.11	BLVRB
ENSG00000090006.18	LTBP4
ENSG00000105245.9	NUMBL
ENSG00000282951.1	ENSG00000282951
ENSG00000167637.18	ZNF283
ENSG00000176222.10	ZNF404
ENSG00000279103.1	ENSG00000279103
ENSG00000130203.10	APOE
ENSG00000104983.8	CCDC61
ENSG00000124440.16	HIF3A
ENSG00000269124.1	ENSG00000269124
ENSG00000230510.10	PPP5D1P
ENSG00000105327.18	BBC3
ENSG00000265134.1	MIR3190
ENSG00000284411.1	MIR3191
ENSG00000269656.1	NOP53-AS1
ENSG00000142227.11	EMP3
ENSG00000105438.9	KDELR1
ENSG00000105516.11	DBP
ENSG00000087076.9	HSD17B14
ENSG00000105559.13	PLEKHA4
ENSG00000202503.1	SNORD34
ENSG00000268681.1	COX6CP7
ENSG00000255441.1	SIGLEC10-AS1
ENSG00000275055.2	ENSG00000275055
ENSG00000221923.9	ZNF880
ENSG00000167555.14	ZNF528
ENSG00000197497.11	ZNF665
ENSG00000268842.1	ENSG00000268842
ENSG00000197928.11	ZNF677
ENSG00000269288.1	ENSG00000269288
ENSG00000105048.18	TNNT1
ENSG00000179922.6	ZNF784
ENSG00000176293.20	ZNF135
ENSG00000121413.13	ZSCAN18
ENSG00000198131.15	ZNF544
ENSG00000268201.1	ENSG00000268201
ENSG00000268307.1	LINC02560
ENSG00000275924.1	MIR6807
ENSG00000101298.15	SNPH
ENSG00000271798.1	SNORA51
ENSG00000132635.17	PCED1A
ENSG00000088854.13	DNAAF9
ENSG00000199024.1	MIR103A2
ENSG00000283320.1	MIR103B2
ENSG00000101236.17	RNF24
ENSG00000101349.17	PAK5
ENSG00000286740.1	ENSG00000286740
ENSG00000132664.13	POLR3F
ENSG00000232388.5	SMIM26
ENSG00000278383.1	ENSG00000278383
ENSG00000291100.1	ENSG00000291100
ENSG00000282826.5	FRG1CP
ENSG00000125968.9	ID1
ENSG00000171552.14	BCL2L1
ENSG00000224452.1	RSL24D1P6
ENSG00000260536.1	ENSG00000260536
ENSG00000101400.6	SNTA1
ENSG00000078699.22	CBFA2T2
ENSG00000125967.17	NECAB3
ENSG00000078747.17	ITCH
ENSG00000125971.18	DYNLRB1
ENSG00000101460.13	MAP1LC3A
ENSG00000101464.11	PIGU
ENSG00000131067.17	GGT7
ENSG00000126005.17	MMP24OS
ENSG00000229230.3	MT1P3
ENSG00000101082.14	SLA2
ENSG00000227688.2	HNRNPA3P2
ENSG00000053438.11	NNAT
ENSG00000201372.1	RNU6-1251P
ENSG00000124249.7	KCNK15
ENSG00000101098.13	RIMS4
ENSG00000158296.14	SLC13A3
ENSG00000274760.1	ENSG00000274760
ENSG00000124216.4	SNAI1
ENSG00000026559.14	KCNG1
ENSG00000182463.17	TSHZ2
ENSG00000271774.1	ENSG00000271774
ENSG00000231703.2	ENSG00000231703
ENSG00000233838.5	DPH3P1
ENSG00000125534.10	PPDPF
ENSG00000125520.14	SLC2A4RG
ENSG00000173231.6	TERF1P1
ENSG00000205758.12	CRYZL1
ENSG00000185808.14	PIGP
ENSG00000157554.20	ERG
ENSG00000287470.1	ENSG00000287470
ENSG00000160201.12	U2AF1
ENSG00000142156.16	COL6A1
ENSG00000142173.17	COL6A2
ENSG00000184702.20	SEPTIN5
ENSG00000284874.1	ENSG00000284874
ENSG00000203618.6	GP1BB
ENSG00000184470.21	TXNRD2
ENSG00000232926.1	ENSG00000232926
ENSG00000093010.15	COMT
ENSG00000290449.1	ENSG00000290449
ENSG00000099953.10	MMP11
ENSG00000251357.4	ENSG00000251357
ENSG00000240972.2	MIF
ENSG00000218537.1	MIF-AS1
ENSG00000290199.1	ENSG00000290199
ENSG00000178026.13	LRRC75B
ENSG00000235271.6	ENSG00000235271
ENSG00000186998.16	EMID1
ENSG00000279159.1	ENSG00000279159
ENSG00000227117.6	HORMAD2-AS1
ENSG00000239282.8	CASTOR1
ENSG00000099999.15	RNF215
ENSG00000288153.1	ENSG00000288153
ENSG00000198832.11	SELENOM
ENSG00000100100.14	PIK3IP1
ENSG00000214076.3	CPSF1P1
ENSG00000100292.18	HMOX1
ENSG00000100083.20	GGA1
ENSG00000100106.22	TRIOBP
ENSG00000287219.1	ENSG00000287219
ENSG00000244509.4	APOBEC3C
ENSG00000100359.21	SGSM3
ENSG00000273424.1	ENSG00000273424
ENSG00000205704.9	SMIM45
ENSG00000242247.11	ARFGAP3
ENSG00000226989.1	ENSG00000226989
ENSG00000100299.18	ARSA
ENSG00000157399.17	ARSL
ENSG00000101871.18	MID1
ENSG00000047648.23	ARHGAP6
ENSG00000046647.14	GEMIN8
ENSG00000102048.16	ASB9
ENSG00000265144.1	MIR548AM
ENSG00000225071.1	RPS26P58
ENSG00000215284.2	CHMP5P1
ENSG00000196741.5	LINC01560
ENSG00000273820.2	USP27X
ENSG00000184205.14	TSPYL2
ENSG00000221716.1	SNORA11
ENSG00000130052.14	STARD8
ENSG00000286077.1	ENSG00000286077
ENSG00000224208.1	ZCRB1P1
ENSG00000196933.5	RPS26P11
ENSG00000234969.1	AARSD1P1
ENSG00000147180.17	ZNF711
ENSG00000102359.9	SRPX2
ENSG00000178146.9	GK4P
ENSG00000243978.9	RTL9
ENSG00000125352.6	RNF113A
ENSG00000101882.10	NKAP
ENSG00000101966.14	XIAP
ENSG00000232177.1	MTND4P24
ENSG00000275070.1	Metazoa_SRP
ENSG00000241418.1	MCRIP2P1
ENSG00000147257.16	GPC3
ENSG00000129675.16	ARHGEF6
ENSG00000130032.17	PRRG3
ENSG00000011677.13	GABRA3
ENSG00000102032.13	RENBP
ENSG00000284450.1	MIR664B
ENSG00000292338.1	DHRSX
ENSG00000292348.1	CD99
ENSG00000172297.7	GOLGA2P3Y
ENSG00000237917.1	PARP4P1
ENSG00000292372.1	WASH6P
