Geneid	Genesymbol
ENSG00000258035.2	ENSG00000258035
ENSG00000258365.1	ENSG00000258365
ENSG00000257121.1	ENSG00000257121
ENSG00000245017.4	LINC02453
ENSG00000257548.1	ENSG00000257548
ENSG00000076248.12	UNG
ENSG00000283793.1	MIR6861
ENSG00000257359.1	ENSG00000257359
ENSG00000135119.15	RNFT2
ENSG00000089250.20	NOS1
ENSG00000176834.14	VSIG10
ENSG00000274859.1	ENSG00000274859
ENSG00000185344.15	ATP6V0A2
ENSG00000274874.2	ENSG00000274874
ENSG00000256827.1	ENSG00000256827
ENSG00000256596.1	ENSG00000256596
ENSG00000255965.1	ENSG00000255965
ENSG00000150990.9	DHX37
ENSG00000184992.13	BRI3BP
ENSG00000280634.1	THRIL
ENSG00000249267.8	LINC00939
ENSG00000111450.15	STX2
ENSG00000255992.1	PUS1-AS1
ENSG00000177192.14	PUS1
ENSG00000291171.1	ENSG00000291171
ENSG00000185684.18	EP400P1
ENSG00000280287.1	ENSG00000280287
ENSG00000256632.3	ENSG00000256632
ENSG00000196458.11	ZNF605
ENSG00000290911.1	ENSG00000290911
ENSG00000291046.1	ENSG00000291046
ENSG00000224429.10	LINC00539
ENSG00000289860.1	ENSG00000289860
ENSG00000027001.10	MIPEP
ENSG00000273167.1	ENSG00000273167
ENSG00000182957.16	SPATA13
ENSG00000227254.1	VDAC1P12
ENSG00000180440.4	SERTM1
ENSG00000231530.1	ENSG00000231530
ENSG00000287842.1	ENSG00000287842
ENSG00000281883.1	ENSG00000281883
ENSG00000136167.15	LCP1
ENSG00000102445.20	RUBCNL
ENSG00000290704.1	ENSG00000290704
ENSG00000274929.1	ENSG00000274929
ENSG00000277066.1	ENSG00000277066
ENSG00000150510.17	FAM124A
ENSG00000139737.23	SLAIN1
ENSG00000228824.8	MIR4500HG
ENSG00000165300.8	SLITRK5
ENSG00000234005.3	GAPDHP22
ENSG00000272143.2	FGF14-AS2
ENSG00000151287.17	TEX30
ENSG00000134905.17	CARS2
ENSG00000277767.1	ENSG00000277767
ENSG00000235875.3	ARHGEF7-AS2
ENSG00000227352.1	ARHGEF7-AS1
ENSG00000232070.9	TMEM253
ENSG00000258457.5	AJUBA-DT
ENSG00000136367.15	ZFHX2
ENSG00000288820.2	ENSG00000288820
ENSG00000258744.3	ENSG00000258744
ENSG00000168952.16	STXBP6
ENSG00000257185.2	LINC02293
ENSG00000100478.17	AP4S1
ENSG00000290393.1	ENSG00000290393
ENSG00000259071.1	ENSG00000259071
ENSG00000100503.27	NIN
ENSG00000131979.20	GCH1
ENSG00000277763.1	ENSG00000277763
ENSG00000206870.1	RNU6-398P
ENSG00000054654.20	SYNE2
ENSG00000179841.8	AKAP5
ENSG00000258847.1	ENSG00000258847
ENSG00000072415.10	PALS1
ENSG00000267909.3	CCDC177
ENSG00000006432.16	MAP3K9
ENSG00000259153.4	MAP3K9-DT
ENSG00000170468.8	RIOX1
ENSG00000176903.5	PNMA1
ENSG00000280078.1	ENSG00000280078
ENSG00000100596.8	SPTLC2
ENSG00000070778.13	PTPN21
ENSG00000100605.17	ITPK1
ENSG00000165949.13	IFI27
ENSG00000205476.9	CCDC85C
ENSG00000176473.14	WDR25
ENSG00000196663.16	TECPR2
ENSG00000100711.14	ZFYVE21
ENSG00000258701.1	LINC00638
ENSG00000257341.5	ENSG00000257341
ENSG00000185347.19	TEDC1
ENSG00000276550.6	HERC2P2
ENSG00000291003.1	ENSG00000291003
ENSG00000278123.1	SNORD116-28
ENSG00000206149.13	HERC2P9
ENSG00000259647.1	ENSG00000259647
ENSG00000225930.4	LINC02249
ENSG00000261628.1	ENSG00000261628
ENSG00000140320.12	BAHD1
ENSG00000259211.1	ENSG00000259211
ENSG00000166946.14	CCNDBP1
ENSG00000168806.8	LCMT2
ENSG00000168803.16	ADAL
ENSG00000166963.13	MAP1A
ENSG00000289277.1	ENSG00000289277
ENSG00000259595.1	CTDSPL2-DT
ENSG00000081014.11	AP4E1
ENSG00000104112.9	SCG3
ENSG00000128872.10	TMOD2
ENSG00000259577.2	CERNA1
ENSG00000197535.16	MYO5A
ENSG00000169856.9	ONECUT1
ENSG00000274765.1	ENSG00000274765
ENSG00000285331.2	TCF12-DT
ENSG00000241839.10	PLEKHO2
ENSG00000166938.13	DIS3L
ENSG00000260773.1	ENSG00000260773
ENSG00000103647.13	CORO2B
ENSG00000260173.1	ENSG00000260173
ENSG00000156642.17	NPTN
ENSG00000179361.18	ARID3B
ENSG00000198794.12	SCAMP5
ENSG00000138621.12	PPCDC
ENSG00000259652.1	ENSG00000259652
ENSG00000259495.3	ARNT2-DT
ENSG00000287813.1	ENSG00000287813
ENSG00000284059.1	MIR5572
ENSG00000271725.1	ENSG00000271725
ENSG00000103942.13	HOMER2
ENSG00000166716.10	ZNF592
ENSG00000140526.18	ABHD2
ENSG00000196391.11	ZNF774
ENSG00000260661.1	ENSG00000260661
ENSG00000258527.1	ASB9P1
ENSG00000270127.2	ENSG00000270127
ENSG00000259205.2	PRKXP1
ENSG00000140479.18	PCSK6
ENSG00000259172.1	SNRPA1-DT
ENSG00000279970.1	ENSG00000279970
ENSG00000275449.1	MIR6859-3
ENSG00000290824.1	DDX11L16
ENSG00000248472.9	DDX11L9
ENSG00000236829.10	ENSG00000236829
ENSG00000277142.1	LINC00235
ENSG00000266235.1	MIR3176
ENSG00000184207.9	PGP
ENSG00000261532.1	ENSG00000261532
ENSG00000167972.14	ABCA3
ENSG00000261288.1	ENSG00000261288
ENSG00000290728.1	ENSG00000290728
ENSG00000162073.14	PAQR4
ENSG00000103343.13	ZNF174
ENSG00000090447.12	TFAP4
ENSG00000276096.1	Metazoa_SRP
ENSG00000118900.15	UBN1
ENSG00000033011.14	ALG1
ENSG00000038532.17	CLEC16A
ENSG00000175643.10	RMI2
ENSG00000259899.1	ENSG00000259899
ENSG00000207425.1	Y_RNA
ENSG00000275910.1	ENSG00000275910
ENSG00000291179.1	ENSG00000291179
ENSG00000262587.5	ENSG00000262587
ENSG00000155666.12	KDM8
ENSG00000274653.1	ENSG00000274653
ENSG00000080603.17	SRCAP
ENSG00000196118.12	CFAP119
ENSG00000102870.6	ZNF629
ENSG00000099381.20	SETD1A
ENSG00000167395.10	ZNF646
ENSG00000290927.1	ENSG00000290927
ENSG00000131797.14	CLUHP3
ENSG00000259810.2	ENSG00000259810
ENSG00000259843.2	HEATR3-AS1
ENSG00000155393.14	HEATR3
ENSG00000166971.17	AKTIP
ENSG00000277559.1	ENSG00000277559
ENSG00000288753.1	ENSG00000288753
ENSG00000276166.1	ENSG00000276166
ENSG00000103042.9	SLC38A7
ENSG00000102981.10	PARD6A
ENSG00000260108.1	ENSG00000260108
ENSG00000261260.2	ENSG00000261260
ENSG00000040199.18	PHLPP2
ENSG00000290890.1	ENSG00000290890
ENSG00000166822.13	TMEM170A
ENSG00000183196.10	CHST6
ENSG00000203472.3	ENSG00000203472
ENSG00000171724.3	VAT1L
ENSG00000279622.2	ENSG00000279622
ENSG00000263968.2	RN7SL381P
ENSG00000261363.2	ENSG00000261363
ENSG00000277504.1	ENSG00000277504
ENSG00000226180.3	ENSG00000226180
ENSG00000259877.3	ZNF778-DT
ENSG00000198211.8	ENSG00000198211
ENSG00000258947.8	TUBB3
ENSG00000260528.7	FAM157C
ENSG00000261172.1	ENSG00000261172
ENSG00000280279.1	LINC02887
ENSG00000289388.1	ENSG00000289388
ENSG00000227495.1	KIF1C-AS1
ENSG00000180626.10	ZNF594
ENSG00000271851.1	ENSG00000271851
ENSG00000109063.15	MYH3
ENSG00000141028.6	CDRT15P1
ENSG00000231458.2	RNASEH1P2
ENSG00000263624.1	ENSG00000263624
ENSG00000141026.6	MED9
ENSG00000108557.20	RAI1
ENSG00000176994.11	SMCR8
ENSG00000283772.1	MIR6778
ENSG00000227689.1	SRP68P2
ENSG00000128487.19	SPECC1
ENSG00000291194.1	ENSG00000291194
ENSG00000287490.1	ENSG00000287490
ENSG00000189423.14	USP32P3
ENSG00000274180.1	NATD1
ENSG00000034152.20	MAP2K3
ENSG00000087095.13	NLK
ENSG00000109084.14	TMEM97
ENSG00000258924.4	ENSG00000258924
ENSG00000004139.14	SARM1
ENSG00000076351.13	SLC46A1
ENSG00000227543.5	SPAG5-AS1
ENSG00000108262.16	GIT1
ENSG00000198720.13	ANKRD13B
ENSG00000264647.1	ENSG00000264647
ENSG00000266599.1	ENSG00000266599
ENSG00000006042.12	TMEM98
ENSG00000092871.17	RFFL
ENSG00000267618.5	ENSG00000267618
ENSG00000185379.21	RAD51D
ENSG00000073598.6	FNDC8
ENSG00000270885.2	RASL10B
ENSG00000270977.3	ENSG00000270977
ENSG00000271013.1	LRRC37A9P
ENSG00000278259.5	MYO19
ENSG00000277161.2	PIGW
ENSG00000278053.5	DDX52
ENSG00000291088.1	NPEPPSP1
ENSG00000274487.5	NPEPPSP1
ENSG00000274211.6	SOCS7
ENSG00000275532.2	ENSG00000275532
ENSG00000275023.5	MLLT6
ENSG00000275665.1	ENSG00000275665
ENSG00000279119.1	ENSG00000279119
ENSG00000277258.5	PCGF2
ENSG00000276293.5	PIP4K2B
ENSG00000002834.19	LASP1
ENSG00000265784.1	ENSG00000265784
ENSG00000141736.14	ERBB2
ENSG00000126351.13	THRA
ENSG00000094804.12	CDC6
ENSG00000167920.12	KRT10-AS1
ENSG00000173801.17	JUP
ENSG00000141698.17	NT5C3B
ENSG00000033627.18	ATP6V0A1
ENSG00000141699.11	RETREG3
ENSG00000108830.11	RND2
ENSG00000012048.26	BRCA1
ENSG00000267595.1	BRCA1P1
ENSG00000188825.16	LINC00910
ENSG00000161664.7	ASB16
ENSG00000087152.16	ATXN7L3
ENSG00000267394.2	ATXN7L3-AS1
ENSG00000108312.16	UBTF
ENSG00000260793.4	ATXN7L3-AS1
ENSG00000288877.2	ENSG00000288877
ENSG00000161692.18	DBF4B
ENSG00000182963.11	GJC1
ENSG00000167131.17	CCDC103
ENSG00000214447.6	FAM187A
ENSG00000186185.14	KIF18B
ENSG00000161714.12	PLCD3
ENSG00000293460.1	LINC02210
ENSG00000263715.7	LINC02210-CRHR1
ENSG00000204650.15	LINC02210
ENSG00000120071.15	KANSL1
ENSG00000262372.1	ENSG00000262372
ENSG00000238083.10	LRRC37A2
ENSG00000261886.1	GOSR2-DT
ENSG00000108433.17	GOSR2
ENSG00000141279.18	NPEPPS
ENSG00000198933.11	TBKBP1
ENSG00000167182.16	SP2
ENSG00000108439.11	PNPO
ENSG00000264019.1	ENSG00000264019
ENSG00000108468.15	CBX1
ENSG00000002919.15	SNX11
ENSG00000159202.18	UBE2Z
ENSG00000159217.10	IGF2BP1
ENSG00000250751.1	ENSG00000250751
ENSG00000121104.8	FAM117A
ENSG00000250282.1	ENSG00000250282
ENSG00000108819.11	PPP1R9B
ENSG00000236472.1	ENSG00000236472
ENSG00000262967.1	ENSG00000262967
ENSG00000011260.14	UTP18
ENSG00000166263.13	STXBP4
ENSG00000108960.9	MMD
ENSG00000284542.1	MIR3614
ENSG00000121057.13	AKAP1
ENSG00000136451.9	VEZF1
ENSG00000136450.13	SRSF1
ENSG00000264364.3	DYNLL2
ENSG00000011143.19	MKS1
ENSG00000265148.7	TSPOAP1-AS1
ENSG00000108389.10	MTMR4
ENSG00000289147.2	ENSG00000289147
ENSG00000108395.14	TRIM37
ENSG00000182628.13	SKA2
ENSG00000265303.1	ENSG00000265303
ENSG00000108406.10	DHX40
ENSG00000267318.1	ENSG00000267318
ENSG00000293358.1	ENSG00000293358
ENSG00000280852.3	ENSG00000280852
ENSG00000267248.5	ENSG00000267248
ENSG00000062725.10	APPBP2
ENSG00000087995.16	METTL2A
ENSG00000146872.19	TLK2
ENSG00000136485.16	DCAF7
ENSG00000279369.1	ENSG00000279369
ENSG00000130935.10	NOL11
ENSG00000267023.6	LRRC37A16P
ENSG00000278730.1	ENSG00000278730
ENSG00000274712.3	ENSG00000274712
ENSG00000133195.12	SLC39A11
ENSG00000166685.13	COG1
ENSG00000133193.13	VCF1
ENSG00000141219.16	C17orf80
ENSG00000265010.1	ENSG00000265010
ENSG00000179604.10	CDC42EP4
ENSG00000109065.12	NAT9
ENSG00000167861.16	HID1
ENSG00000109089.7	CDR2L
ENSG00000180901.11	KCTD2
ENSG00000125449.7	ARMC7
ENSG00000125450.11	NUP85
ENSG00000125447.18	GGA3
ENSG00000177885.15	GRB2
ENSG00000177728.17	TMEM94
ENSG00000177303.10	CASKIN2
ENSG00000182173.14	TSEN54
ENSG00000108469.15	RECQL5
ENSG00000132478.10	UNK
ENSG00000266980.1	ENSG00000266980
ENSG00000267342.1	ENSG00000267342
ENSG00000267426.5	ENSG00000267426
ENSG00000188878.20	FBF1
ENSG00000182473.22	EXOC7
ENSG00000267128.2	RNF157-AS1
ENSG00000161542.17	PRPSAP1
ENSG00000070495.15	JMJD6
ENSG00000161547.17	SRSF2
ENSG00000092931.12	MFSD11
ENSG00000129657.16	SEC14L1
ENSG00000184640.20	SEPTIN9
ENSG00000264060.1	MIR4316
ENSG00000087157.19	PGS1
ENSG00000108669.18	CYTH1
ENSG00000171302.17	CANT1
ENSG00000173894.11	CBX2
ENSG00000262580.5	ENSG00000262580
ENSG00000289764.2	ENSG00000289764
ENSG00000226137.5	BAIAP2-DT
ENSG00000141577.14	CEP131
ENSG00000262115.1	ENSG00000262115
ENSG00000157637.13	SLC38A10
ENSG00000276101.1	ENSG00000276101
ENSG00000287431.1	RENO1
ENSG00000262877.5	ENSG00000262877
ENSG00000266074.11	BAHCC1
ENSG00000266189.1	MIR3186
ENSG00000263271.1	ENSG00000263271
ENSG00000185504.17	FAAP100
ENSG00000182446.15	NPLOC4
ENSG00000185298.13	CCDC137
ENSG00000185359.14	HGS
ENSG00000275902.1	ENSG00000275902
ENSG00000264769.1	MAFG-AS1
ENSG00000169683.8	LRRC45
ENSG00000279372.1	ENSG00000279372
ENSG00000176155.21	CCDC57
ENSG00000265678.1	ENSG00000265678
ENSG00000266654.1	ENSG00000266654
ENSG00000141551.15	CSNK1D
ENSG00000280407.3	ENSG00000280407
ENSG00000181396.13	OGFOD3
ENSG00000178927.19	CYBC1
ENSG00000141562.19	NARF
ENSG00000261845.2	ENSG00000261845
ENSG00000141560.15	FN3KRP
ENSG00000141556.22	TBCD
ENSG00000175711.9	B3GNTL1
ENSG00000272461.1	ENSG00000272461
ENSG00000286975.1	ENSG00000286975
ENSG00000265188.1	ENSG00000265188
ENSG00000266127.1	ZNF415P1
ENSG00000141401.12	IMPA2
ENSG00000175322.12	ZNF519
ENSG00000212710.5	CTAGE1
ENSG00000239490.1	RPS4XP18
ENSG00000053747.17	LAMA3
ENSG00000227279.2	ENSG00000227279
ENSG00000170558.10	CDH2
ENSG00000265008.1	ENSG00000265008
ENSG00000075643.6	MOCOS
ENSG00000286559.1	ENSG00000286559
ENSG00000267284.2	ENSG00000267284
ENSG00000119547.6	ONECUT2
ENSG00000197563.11	PIGN
ENSG00000081913.14	PHLPP1
ENSG00000170677.6	SOCS6
ENSG00000166342.19	NETO1
ENSG00000265579.1	ENSG00000265579
ENSG00000263982.1	ENSG00000263982
ENSG00000060069.18	CTDP1
ENSG00000178184.16	PARD6G
ENSG00000282051.2	ENSG00000282051
ENSG00000282508.2	LINC01002
ENSG00000267125.2	ENSG00000267125
ENSG00000261526.3	ENSG00000261526
ENSG00000267232.1	ENSG00000267232
ENSG00000267201.1	LINC01775
ENSG00000267001.1	ENSG00000267001
ENSG00000186300.12	ZNF555
ENSG00000288906.1	ENSG00000288906
ENSG00000129932.10	DOHH
ENSG00000186111.11	PIP5K1C
ENSG00000167670.16	CHAF1A
ENSG00000267255.1	ENSG00000267255
ENSG00000276043.5	UHRF1
ENSG00000274447.1	ENSG00000274447
ENSG00000141994.16	DUS3L
ENSG00000267563.1	ENSG00000267563
ENSG00000088247.19	KHSRP
ENSG00000125648.15	SLC25A23
ENSG00000104880.19	ARHGEF18
ENSG00000130816.17	DNMT1
ENSG00000161847.15	RAVER1
ENSG00000257591.6	ZNF625
ENSG00000267791.1	ENSG00000267791
ENSG00000267169.2	ADGRL1-AS1
ENSG00000267056.2	ENSG00000267056
ENSG00000268056.5	ENSG00000268056
ENSG00000006016.12	CRLF1
ENSG00000167487.12	KLHL26
ENSG00000254901.8	BORCS8
ENSG00000167491.18	GATAD2A
ENSG00000181896.12	ZNF101
ENSG00000213976.4	ENSG00000213976
ENSG00000268105.1	ENSG00000268105
ENSG00000283201.1	ZNF724
ENSG00000284428.1	ENSG00000284428
ENSG00000269416.7	LINC01224
ENSG00000288920.1	RPSA2
ENSG00000233836.8	ENSG00000233836
ENSG00000267498.2	UQCRFS1-DT
ENSG00000130881.14	LRP3
ENSG00000075702.19	WDR62
ENSG00000161298.19	ZNF382
ENSG00000105738.11	SIPA1L3
ENSG00000188766.13	SPRED3
ENSG00000104825.17	NFKBIB
ENSG00000160392.14	C19orf47
ENSG00000268797.1	ENSG00000268797
ENSG00000268643.2	ENSG00000268643
ENSG00000125741.6	OPA3
ENSG00000269148.1	ENSG00000269148
ENSG00000277531.3	PNMA8C
ENSG00000160007.20	ARHGAP35
ENSG00000134815.19	DHX34
ENSG00000268006.1	PTOV1-AS1
ENSG00000104951.16	IL4I1
ENSG00000221381.1	SNORD88B
ENSG00000176024.18	ZNF613
ENSG00000197937.13	ZNF347
ENSG00000293185.1	TPM3P9
ENSG00000130844.19	ZNF331
ENSG00000227407.1	ENSG00000227407
ENSG00000267265.6	GP6-AS1
ENSG00000160439.16	RDH13
ENSG00000173480.11	ZNF417
ENSG00000196724.13	ZNF418
ENSG00000166704.13	ZNF606
ENSG00000182318.6	ZSCAN22
ENSG00000269054.3	ZNF497-AS1
ENSG00000268543.1	ENSG00000268543
ENSG00000131849.14	ZNF132
ENSG00000269106.1	ENSG00000269106
ENSG00000269032.1	ENSG00000269032
ENSG00000234684.8	SDCBP2-AS1
ENSG00000198053.12	SIRPA
ENSG00000205181.8	LINC00654
ENSG00000287754.1	ENSG00000287754
ENSG00000179935.10	LINC00652
ENSG00000188559.16	RALGAPA2
ENSG00000101898.7	MCTS2
ENSG00000101412.13	E2F1
ENSG00000101417.12	PXMP4
ENSG00000080839.12	RBL1
ENSG00000224635.2	ENSG00000224635
ENSG00000204070.10	SYS1
ENSG00000132801.7	ZSWIM3
ENSG00000064655.19	EYA2
ENSG00000158470.5	B4GALT5
ENSG00000231302.1	RPL36P2
ENSG00000270951.1	ENSG00000270951
ENSG00000130702.15	LAMA5
ENSG00000284074.1	MIR4758
ENSG00000232803.1	SLCO4A1-AS1
ENSG00000101191.17	DIDO1
ENSG00000197457.10	STMN3
ENSG00000275993.4	ENSG00000275993
ENSG00000278903.5	ENSG00000278903
ENSG00000279718.1	SNX18P12
ENSG00000279208.1	ENSG00000279208
ENSG00000203616.2	RHOT1P2
ENSG00000154645.14	CHODL
ENSG00000265590.10	CFAP298-TCP10L
ENSG00000159110.22	IFNAR2
ENSG00000223799.3	IL10RB-DT
ENSG00000205726.15	ITSN1
ENSG00000273102.2	ENSG00000273102
ENSG00000227456.9	LINC00310
ENSG00000236677.1	SETD4-AS1
ENSG00000142197.13	DOP1B
ENSG00000183067.6	IGSF5
ENSG00000182240.16	BACE2
ENSG00000141956.14	PRDM15
ENSG00000160200.18	CBS
ENSG00000160218.13	TRAPPC10
ENSG00000228709.3	LINC02575
ENSG00000175894.18	TSPEAR
ENSG00000235890.2	TSPEAR-AS1
ENSG00000236519.2	LINC01424
ENSG00000293210.1	SSR4P1
ENSG00000223768.4	LINC00205
ENSG00000224574.1	COL18A1-AS2
ENSG00000173638.19	SLC19A1
ENSG00000239415.1	ENSG00000239415
ENSG00000160298.18	C21orf58
ENSG00000289421.1	ENSG00000289421
ENSG00000290397.1	ENSG00000290397
ENSG00000099954.19	CECR2
ENSG00000273311.1	DGCR11
ENSG00000281530.1	ENSG00000281530
ENSG00000273300.1	ENSG00000273300
ENSG00000185838.14	GNB1L
ENSG00000284464.1	MIR1306
ENSG00000241973.11	PI4KA
ENSG00000224086.6	PPM1F-AS1
ENSG00000100038.20	TOP3B
ENSG00000279278.1	ENSG00000279278
ENSG00000186716.21	BCR
ENSG00000197077.14	KIAA1671
ENSG00000279006.1	ENSG00000279006
ENSG00000236641.2	ENSG00000236641
ENSG00000272798.1	ENSG00000272798
ENSG00000271138.1	IGLVIVOR22-1
ENSG00000274342.1	ENSG00000274342
ENSG00000100285.10	NEFH
ENSG00000234208.1	ENSG00000234208
ENSG00000226573.1	RPL36P17
ENSG00000133422.14	MORC2
ENSG00000240591.2	ENSG00000240591
ENSG00000284082.1	MIR7109
ENSG00000287269.1	ENSG00000287269
ENSG00000100350.16	FOXRED2
ENSG00000189060.6	H1-0
ENSG00000196588.21	MRTFA
ENSG00000100399.16	CHADL
ENSG00000274552.1	MIR6889
ENSG00000183864.5	TOB2
ENSG00000100294.13	MCAT
ENSG00000159307.20	SCUBE1
ENSG00000234892.1	ENSG00000234892
ENSG00000261251.1	EFCAB6-DT
ENSG00000100376.12	FAM118A
ENSG00000128408.9	RIBC2
ENSG00000289858.1	ENSG00000289858
ENSG00000054611.14	TBC1D22A
ENSG00000219438.9	TAFA5
ENSG00000281732.1	ENSG00000281732
ENSG00000280224.1	ENSG00000280224
ENSG00000146938.16	NLGN4X
ENSG00000288817.1	ENSG00000288817
ENSG00000182287.15	AP1S2
ENSG00000225882.1	LINC01456
ENSG00000184368.16	MAP7D2
ENSG00000173674.11	EIF1AX
ENSG00000149970.16	CNKSR2
ENSG00000101868.13	POLA1
ENSG00000183337.18	BCOR
ENSG00000147119.4	CHST7
ENSG00000197779.15	ZNF81
ENSG00000277474.1	MIR6894
ENSG00000130119.17	GNL3L
ENSG00000165591.7	FAAH2
ENSG00000233661.1	SPIN4-AS1
ENSG00000233833.1	ETF1P3
ENSG00000260118.1	ENSG00000260118
ENSG00000130054.5	NALF2
ENSG00000186912.7	P2RY4
ENSG00000184481.17	FOXO4
ENSG00000204165.6	CXorf65
ENSG00000285171.1	ENSG00000285171
ENSG00000202566.4	MIR421
ENSG00000263410.2	RN7SL460P
ENSG00000122145.15	TBX22
ENSG00000072133.12	RPS6KA6
ENSG00000165259.14	HDX
ENSG00000182574.8	CSGALNACT2P1
ENSG00000102385.13	DRP2
ENSG00000234405.2	ENSG00000234405
ENSG00000172476.4	RAB40A
ENSG00000231728.5	TMSB15B-AS1
ENSG00000158427.15	TMSB15B
ENSG00000269743.3	SLC25A53
ENSG00000227610.1	FRMPD3-AS1
ENSG00000197565.17	COL4A6
ENSG00000147251.16	DOCK11
ENSG00000233260.1	RPSAP63
ENSG00000186376.15	ZNF75D
ENSG00000129682.16	FGF13
ENSG00000184343.11	SRPK3
ENSG00000169057.26	MECP2
ENSG00000288722.1	F8A1
ENSG00000185515.16	BRCC3
ENSG00000185275.6	CD24P4
