Geneid	Genesymbol
ENSG00000181804.15	SLC9A9
ENSG00000163755.9	HPS3
ENSG00000082996.20	RNF13
ENSG00000224831.3	TMEM183BP
ENSG00000144895.12	EIF2A
ENSG00000169860.7	P2RY1
ENSG00000174912.7	METTL15P1
ENSG00000230457.3	PA2G4P4
ENSG00000241723.1	RPL15P6
ENSG00000240567.1	LINC02067
ENSG00000269888.1	ENSG00000269888
ENSG00000234851.4	RPL23AP42
ENSG00000293389.1	ENSG00000293389
ENSG00000206120.12	EGFEM1P
ENSG00000213178.3	RPL22P1
ENSG00000213174.3	RPL28P1
ENSG00000154310.17	TNIK
ENSG00000279673.2	ENSG00000279673
ENSG00000075651.17	PLD1
ENSG00000227440.1	ATP5MC1P4
ENSG00000169760.18	NLGN1
ENSG00000136518.17	ACTL6A
ENSG00000163728.11	TTC14
ENSG00000241473.1	ACTBP16
ENSG00000213157.3	RPL32P10
ENSG00000145191.15	EIF2B5
ENSG00000233565.1	RPL29P9
ENSG00000073849.16	ST6GAL1
ENSG00000127252.7	PLAAT1
ENSG00000236844.1	RPL24P6
ENSG00000189058.9	APOD
ENSG00000290762.1	ENSG00000290762
ENSG00000231443.2	PPP4R2P2
ENSG00000290763.1	SDHAP1
ENSG00000185485.15	SDHAP1
ENSG00000231464.1	PPP4R2P3
ENSG00000163961.4	RNF168
ENSG00000228109.2	MELTF-AS1
ENSG00000161267.12	BDH1
ENSG00000234742.1	RPL17P18
ENSG00000114473.14	IQCG
ENSG00000290937.1	ENSG00000290937
ENSG00000013288.9	MAN2B2
ENSG00000178988.11	MRFAP1L1
ENSG00000170801.10	HTRA3
ENSG00000087008.16	ACOX3
ENSG00000205959.4	ENSG00000205959
ENSG00000288075.1	ENSG00000288075
ENSG00000249767.1	ENPP7P10
ENSG00000249995.1	ECM1P2
ENSG00000249780.1	ENSG00000249780
ENSG00000241612.1	RPL21P46
ENSG00000163138.19	PACRGL
ENSG00000244538.1	RPS27P13
ENSG00000237350.1	CDC42P6
ENSG00000109819.9	PPARGC1A
ENSG00000181982.20	CCDC149
ENSG00000153012.12	LGI2
ENSG00000109689.20	STIM2
ENSG00000239983.1	RPL31P31
ENSG00000197712.12	FAM114A1
ENSG00000121897.15	LIAS
ENSG00000250568.1	ENSG00000250568
ENSG00000249936.3	RAC1P2
ENSG00000109255.11	NMU
ENSG00000084092.7	NOA1
ENSG00000225405.3	RPS15AP17
ENSG00000243199.1	RPL6P10
ENSG00000236562.4	IFITM3P1
ENSG00000289019.1	ENSG00000289019
ENSG00000249920.2	HNRNPA1P55
ENSG00000248640.1	HNRNPA1P56
ENSG00000249072.1	ENSG00000249072
ENSG00000138759.20	FRAS1
ENSG00000249565.2	SERBP1P5
ENSG00000109339.24	MAPK10
ENSG00000243312.3	RPL6P13
ENSG00000251411.1	ARPC1AP4
ENSG00000235043.3	TECRP1
ENSG00000198189.11	HSD17B11
ENSG00000183199.6	HSP90AB3P
ENSG00000118777.12	ABCG2
ENSG00000251095.8	ENSG00000251095
ENSG00000145335.17	SNCA
ENSG00000163110.15	PDLIM5
ENSG00000227118.3	BTF3P13
ENSG00000246090.9	ENSG00000246090
ENSG00000172955.17	ADH6
ENSG00000138814.17	PPP3CA
ENSG00000254531.3	FLJ20021
ENSG00000248161.5	ENSG00000248161
ENSG00000109323.11	MANBA
ENSG00000251259.1	ENSG00000251259
ENSG00000249264.1	EEF1A1P9
ENSG00000155016.18	CYP2U1
ENSG00000138796.18	HADH
ENSG00000109475.17	RPL34
ENSG00000198856.13	OSTC
ENSG00000286136.2	ENSG00000286136
ENSG00000247950.9	SEC24B-AS1
ENSG00000005059.16	MCUB
ENSG00000240459.2	ENSG00000240459
ENSG00000138658.16	ZGRF1
ENSG00000241741.1	RPL7AP30
ENSG00000145362.21	ANK2
ENSG00000273716.2	ENSG00000273716
ENSG00000154608.14	CEP170P1
ENSG00000291201.1	ENSG00000291201
ENSG00000260404.6	ENSG00000260404
ENSG00000248213.3	CICP16
ENSG00000172403.11	SYNPO2
ENSG00000291202.1	ENSG00000291202
ENSG00000260091.1	ENSG00000260091
ENSG00000283050.5	GTF2IP12
ENSG00000173376.14	NDNF
ENSG00000170917.14	NUDT6
ENSG00000179967.11	PPP1R14BP3
ENSG00000178458.5	H3P16
ENSG00000196951.13	SCOC-AS1
ENSG00000153132.13	CLGN
ENSG00000241281.1	RPL31P26
ENSG00000181541.6	MAB21L2
ENSG00000145428.15	RNF175
ENSG00000145423.5	SFRP2
ENSG00000109738.11	GLRB
ENSG00000164124.11	TMEM144
ENSG00000198498.10	TMA16
ENSG00000121089.4	NACA3P
ENSG00000250486.5	FAM218A
ENSG00000240674.1	RPL21P51
ENSG00000249617.1	ENSG00000249617
ENSG00000109472.14	CPE
ENSG00000196104.11	SPOCK3
ENSG00000214676.4	RPL9P16
ENSG00000229204.3	PTGES3P3
ENSG00000150625.17	GPM6A
ENSG00000150627.16	WDR17
ENSG00000227765.4	MYL12BP2
ENSG00000271646.1	IRF2-DT
ENSG00000164323.15	CFAP97
ENSG00000109762.17	SNX25
ENSG00000109771.16	LRP2BP
ENSG00000250410.1	LRP2BP-AS1
ENSG00000205129.9	CFAP96
ENSG00000145476.16	CYP4V2
ENSG00000213332.4	SLC25A5P6
ENSG00000213331.4	ENSG00000213331
ENSG00000242169.2	RPL7AP27
ENSG00000180015.12	ENSG00000180015
ENSG00000278974.1	ENSG00000278974
ENSG00000164366.4	CCDC127
ENSG00000221990.5	EXOC3-AS1
ENSG00000206077.14	ZDHHC11B
ENSG00000288930.1	ENSG00000288930
ENSG00000272347.1	ENSG00000272347
ENSG00000145506.14	NKD2
ENSG00000113504.21	SLC12A7
ENSG00000164362.21	TERT
ENSG00000286388.1	ENSG00000286388
ENSG00000133398.4	MED10
ENSG00000250619.1	ENSG00000250619
ENSG00000112902.12	SEMA5A
ENSG00000250786.4	SNHG18
ENSG00000164237.9	CMBL
ENSG00000145495.17	MARCHF6
ENSG00000243744.2	RPL29P13
ENSG00000250182.3	EEF1A1P13
ENSG00000154122.14	ANKH
ENSG00000293060.1	ENSG00000293060
ENSG00000223361.6	FTH1P10
ENSG00000248223.1	ENSG00000248223
ENSG00000291102.1	GUSBP1
ENSG00000183666.20	GUSBP1
ENSG00000233974.3	ENSG00000233974
ENSG00000213430.6	HSPD1P1
ENSG00000250337.10	PURPL
ENSG00000214108.4	TPT1P5
ENSG00000151388.11	ADAMTS12
ENSG00000271771.1	ENSG00000271771
ENSG00000290548.1	ENSG00000290548
ENSG00000215158.10	GUSBP18
ENSG00000215156.5	ENSG00000215156
ENSG00000272323.1	TTC23L-AS1
ENSG00000248873.1	SERBP1P6
ENSG00000177738.6	ANXA2R-OT1
ENSG00000272382.1	ENSG00000272382
ENSG00000248092.8	NNT-AS1
ENSG00000170571.12	EMB
ENSG00000164171.11	ITGA2
ENSG00000264281.3	ENSG00000264281
ENSG00000227908.5	IL6ST-DT
ENSG00000226221.1	RPL26P19
ENSG00000237705.1	ENSG00000237705
ENSG00000250461.1	ENSG00000250461
ENSG00000268942.2	CKS1BP3
ENSG00000244717.1	RPS27P14
ENSG00000250138.4	ENSG00000250138
ENSG00000290560.1	ENSG00000290560
ENSG00000253203.7	GUSBP3
ENSG00000251158.1	ENSG00000251158
ENSG00000205572.11	SERF1B
ENSG00000205571.15	SMN2
ENSG00000179978.11	NAIPP2
ENSG00000254701.3	ENSG00000254701
ENSG00000253816.3	GUSBP14
ENSG00000226259.11	GTF2H2B
ENSG00000291220.1	ENSG00000291220
ENSG00000253333.1	ENSG00000253333
ENSG00000196302.5	GUSBP15
ENSG00000249437.8	NAIP
ENSG00000289810.1	ENSG00000289810
ENSG00000145736.15	GTF2H2
ENSG00000230847.4	OCLNP1
ENSG00000251634.2	NAIPP4
ENSG00000239517.1	ENSG00000239517
ENSG00000254893.6	RAP1BL
ENSG00000249014.2	HMGN2P4
ENSG00000245556.5	SCAMP1-AS1
ENSG00000251050.1	RBX1P2
ENSG00000248569.1	ENSG00000248569
ENSG00000220157.4	HNRNPA1P12
ENSG00000242706.2	RPS27AP9
ENSG00000214857.4	SEM1P1
ENSG00000293465.1	ENSG00000293465
ENSG00000205464.14	ATP6AP1L
ENSG00000164307.13	ERAP1
ENSG00000176183.8	ENSG00000176183
ENSG00000206356.5	ENSG00000206356
ENSG00000270307.1	MTATP6P2
ENSG00000270225.1	MTCO2P22
ENSG00000271207.1	MTCO1P22
ENSG00000202512.1	RN7SKP230
ENSG00000214784.4	RPS3AP21
ENSG00000152495.11	CAMK4
ENSG00000129595.14	EPB41L4A
ENSG00000224032.9	EPB41L4A-AS1
ENSG00000145782.13	ATG12
ENSG00000177879.17	AP3S1
ENSG00000197575.6	RPS17P2
ENSG00000213661.3	ENSG00000213661
ENSG00000242814.2	ENSG00000242814
ENSG00000260192.3	LINC02240
ENSG00000186687.16	LYRM7
ENSG00000131435.13	PDLIM4
ENSG00000233006.8	MIR3936HG
ENSG00000235253.1	EEF1A1P50
ENSG00000237190.4	CDKN2AIPNL
ENSG00000244921.2	MTCYBP18
ENSG00000249119.1	MTND6P4
ENSG00000248923.1	MTND5P11
ENSG00000247627.2	MTND4P12
ENSG00000198868.3	MTND4LP30
ENSG00000263963.1	ENSG00000263963
ENSG00000145824.13	CXCL14
ENSG00000120708.17	TGFBI
ENSG00000132563.17	REEP2
ENSG00000185129.8	PURA
ENSG00000120306.11	CYSTM1
ENSG00000256453.2	DND1
ENSG00000112855.17	HARS2
ENSG00000204969.7	PCDHA2
ENSG00000204963.6	PCDHA7
ENSG00000279047.4	PCDHB1-AS1
ENSG00000272674.4	PCDHB16
ENSG00000278936.1	ENSG00000278936
ENSG00000177839.7	PCDHB9
ENSG00000171720.10	HDAC3
ENSG00000081791.9	DELE1
ENSG00000186314.12	PRELID2
ENSG00000133710.17	SPINK5
ENSG00000251583.1	MFFP2
ENSG00000214485.6	RPL7P1
ENSG00000183876.9	ARSI
ENSG00000164591.14	MYOZ3
ENSG00000250309.2	MYOZ3-AS1
ENSG00000245275.9	SAP30L-AS1
ENSG00000253119.1	HNRNPA3P7
ENSG00000253653.1	ENSG00000253653
ENSG00000055163.21	CYFIP2
ENSG00000113272.14	THG1L
ENSG00000244331.1	ENSG00000244331
ENSG00000248626.1	GAPDHP40
ENSG00000229119.3	RPLP0P9
ENSG00000233913.7	RPL10P9
ENSG00000184347.16	SLIT3
ENSG00000182132.15	KCNIP1
ENSG00000254012.1	RPL10P8
ENSG00000072786.13	STK10
ENSG00000249031.1	SUMO2P6
ENSG00000169258.7	GPRIN1
ENSG00000169220.18	RGS14
ENSG00000184840.12	TMED9
ENSG00000291113.2	ENSG00000291113
ENSG00000170089.18	ENSG00000170089
ENSG00000249129.1	SUDS3P1
ENSG00000175309.15	PHYKPL
ENSG00000285978.1	ENSG00000285978
ENSG00000169131.13	ZNF354A
ENSG00000291019.1	AACSP1
ENSG00000087116.17	ADAMTS2
ENSG00000290043.2	ENSG00000290043
ENSG00000248367.2	ENSG00000248367
ENSG00000037280.16	FLT4
ENSG00000278970.4	HEIH
ENSG00000274525.1	ENSG00000274525
ENSG00000250903.11	GMDS-DT
ENSG00000244041.7	LINC01011
ENSG00000137267.7	TUBB2A
ENSG00000216819.1	TUBB2BP1
ENSG00000137285.11	TUBB2B
ENSG00000217239.3	RPL34P16
ENSG00000261211.2	ENSG00000261211
ENSG00000220472.1	RPS3P4
ENSG00000124786.13	SLC35B3
ENSG00000137434.12	C6orf52
ENSG00000244476.4	ERVFRD-1
ENSG00000212802.4	RPL15P3
ENSG00000112137.19	PHACTR1
ENSG00000215022.8	ENSG00000215022
ENSG00000112149.10	CD83
ENSG00000214027.3	ARPC3P5
ENSG00000007944.15	MYLIP
ENSG00000137364.5	TPMT
ENSG00000229700.1	RPL29P17
ENSG00000172197.11	MBOAT1
ENSG00000111913.20	RIPOR2
ENSG00000275713.3	H2BC9
ENSG00000124508.17	BTN2A2
ENSG00000243307.2	POM121L6P
ENSG00000291112.1	ENSG00000291112
ENSG00000204789.6	ZNF204P
ENSG00000216676.2	RPL8P1
ENSG00000281706.5	LINC01012
ENSG00000137185.13	ZSCAN9
ENSG00000187626.9	ZKSCAN4
ENSG00000189298.14	ZKSCAN3
ENSG00000204642.14	HLA-F
ENSG00000214922.9	HLA-F-AS1
ENSG00000206341.7	HLA-H
ENSG00000206503.15	HLA-A
ENSG00000227766.1	ENSG00000227766
ENSG00000204568.12	MRPS18B
ENSG00000230449.1	RPL7P4
ENSG00000137312.15	FLOT1
ENSG00000137331.12	IER3
ENSG00000228022.6	HCG20
ENSG00000227939.1	RPL3P2
ENSG00000204520.14	MICA
ENSG00000219797.2	PPIAP9
ENSG00000240053.9	LY6G5B
ENSG00000204427.12	ABHD16A
ENSG00000204422.7	ENSG00000204422
ENSG00000204410.16	MSH5
ENSG00000255152.8	MSH5-SAPCD1
ENSG00000252743.1	RNU6-850P
ENSG00000228727.10	SAPCD1
ENSG00000235663.1	SAPCD1-AS1
ENSG00000204392.11	LSM2
ENSG00000204386.12	NEU1
ENSG00000204344.16	STK19
ENSG00000244731.10	C4A
ENSG00000250535.1	STK19B
ENSG00000224389.9	C4B
ENSG00000258388.7	PPT2-EGFL8
ENSG00000241404.7	EGFL8
ENSG00000250264.1	ENSG00000250264
ENSG00000204267.19	TAP2
ENSG00000289047.2	ENSG00000289047
ENSG00000231389.8	HLA-DPA1
ENSG00000223865.12	HLA-DPB1
ENSG00000231500.7	RPS18
ENSG00000225644.1	RPL35AP4
ENSG00000217130.1	ENSG00000217130
ENSG00000146197.9	SCUBE3
ENSG00000272374.1	SCUBE3-AS1
ENSG00000112039.6	FANCE
ENSG00000219023.1	ENSG00000219023
ENSG00000198663.17	C6orf89
ENSG00000137200.13	CMTR1
ENSG00000112139.17	MDGA1
ENSG00000124767.7	GLO1
ENSG00000124615.21	MOCS1
ENSG00000180211.5	ENSG00000180211
ENSG00000124602.11	UNC5CL
ENSG00000124701.6	APOBEC2
ENSG00000161912.19	ADCY10P1
ENSG00000290554.1	ADCY10P1
ENSG00000112561.19	TFEB
ENSG00000124593.16	ENSG00000124593
ENSG00000278224.7	PRICKLE4
ENSG00000137413.17	TAF8
ENSG00000290147.1	GUCA1ANB-GUCA1A
ENSG00000048545.18	GUCA1A
ENSG00000137161.18	CNPY3
ENSG00000231113.2	LINC02976
ENSG00000181524.6	RPL24P4
ENSG00000124587.14	PEX6
ENSG00000137207.12	YIPF3
ENSG00000124688.14	MAD2L1BP
ENSG00000287562.1	ENSG00000287562
ENSG00000137216.19	TMEM63B
ENSG00000272442.2	ENSG00000272442
ENSG00000124608.5	AARS2
ENSG00000226068.1	HNRNPA3P4
ENSG00000170915.9	PAQR8
ENSG00000096093.16	EFHC1
ENSG00000202198.1	7SK
ENSG00000283293.1	RN7SK
ENSG00000112146.17	FBXO9
ENSG00000216854.2	RPL17P26
ENSG00000214561.3	RBBP4P4
ENSG00000112232.10	KHDRBS2
ENSG00000214558.5	ZC3H11C
ENSG00000230910.6	ADGRB3-DT
ENSG00000135298.15	ADGRB3
ENSG00000112280.18	COL9A1
ENSG00000232389.1	ENSG00000232389
ENSG00000112309.11	B3GAT2
ENSG00000185760.18	KCNQ5
ENSG00000135314.14	KHDC1
ENSG00000229852.4	KHDC1-AS1
ENSG00000239626.1	RPSAP41
ENSG00000234882.1	EIF3EP1
ENSG00000235174.1	RPL39P3
ENSG00000013392.8	RWDD2A
ENSG00000135324.6	MRAP2
ENSG00000203875.13	SNHG5
ENSG00000164414.19	SLC35A1
ENSG00000198833.7	UBE2J1
ENSG00000025039.15	RRAGD
ENSG00000135299.18	ANKRD6
ENSG00000172461.11	FUT9
ENSG00000219755.1	ENSG00000219755
ENSG00000280135.1	ENSG00000280135
ENSG00000146285.15	SCML4
ENSG00000225093.1	RPL3P7
ENSG00000112335.15	SNX3
ENSG00000218208.1	RPS27AP11
ENSG00000233558.1	ENSG00000233558
ENSG00000217241.1	CBX3P9
ENSG00000289372.2	ENSG00000289372
ENSG00000230202.1	RPL29P4
ENSG00000135549.16	PKIB
ENSG00000279114.1	ENSG00000279114
ENSG00000111907.21	TPD52L1
ENSG00000196569.14	LAMA2
ENSG00000226149.6	ENSG00000226149
ENSG00000197594.14	ENPP1
ENSG00000079931.15	MOXD1
ENSG00000146409.12	SLC18B1
ENSG00000112319.21	EYA4
ENSG00000223542.1	ENSG00000223542
ENSG00000171408.14	PDE7B
ENSG00000112378.12	PERP
ENSG00000225177.6	NHSL1-AS1
ENSG00000146416.19	AIG1
ENSG00000278206.1	ENSG00000278206
ENSG00000293105.1	ENSG00000293105
ENSG00000001036.14	FUCA2
ENSG00000120253.14	NUP43
ENSG00000111981.5	ULBP1
ENSG00000231120.3	BTF3P10
ENSG00000287260.2	ENSG00000287260
ENSG00000218596.2	ENSG00000218596
ENSG00000026652.15	AGPAT4
ENSG00000286760.3	ENSG00000286760
ENSG00000280057.1	ENSG00000280057
ENSG00000249141.1	ENSG00000249141
ENSG00000026297.17	RNASET2
ENSG00000227598.1	ENSG00000227598
ENSG00000198221.12	AFDN-DT
ENSG00000285733.1	ENSG00000285733
ENSG00000184465.16	WDR27
ENSG00000266896.1	ENSG00000266896
ENSG00000231690.5	LINC00574
ENSG00000071994.11	PDCD2
ENSG00000242474.3	LINC03015
ENSG00000164828.18	SUN1
ENSG00000240230.6	COX19
ENSG00000230487.9	PSMG3-AS1
ENSG00000106009.16	BRAT1
ENSG00000293573.1	ENSG00000293573
ENSG00000213935.3	RPL22P16
ENSG00000291099.1	ENSG00000291099
ENSG00000235944.11	ZNF815P
ENSG00000164654.16	MIOS
ENSG00000213875.3	ENSG00000213875
ENSG00000048052.25	HDAC9
ENSG00000232821.1	ENSG00000232821
ENSG00000271133.7	ITGB8-AS1
ENSG00000233476.3	EEF1A1P6
ENSG00000196683.12	TOMM7
ENSG00000230658.2	KLHL7-DT
ENSG00000136243.18	NUP42
ENSG00000213798.3	RPL7AP41
ENSG00000223561.8	LINC03007
ENSG00000050344.9	NFE2L3
ENSG00000232383.1	ENSG00000232383
ENSG00000225792.3	SNX10-AS1
ENSG00000233830.2	EIF4HP1
ENSG00000153814.13	JAZF1
ENSG00000227855.5	DPY19L2P3
ENSG00000180354.16	MTURN
ENSG00000006625.18	GGCT
ENSG00000264520.1	ENSG00000264520
ENSG00000226421.1	SLC25A5P5
ENSG00000281332.1	LINC00997
ENSG00000271122.1	HERPUD2-AS1
ENSG00000213744.3	RPS10P14
ENSG00000086289.13	EPDR1
ENSG00000122641.11	INHBA
ENSG00000146677.7	RPL32P18
ENSG00000136271.11	DDX56
ENSG00000136274.9	NACAD
ENSG00000214765.11	SEPTIN7P2
ENSG00000146674.16	IGFBP3
ENSG00000106070.20	GRB10
ENSG00000227344.2	HAUS6P1
ENSG00000235454.1	HAUS6P3
ENSG00000291029.1	FKBP9P1
ENSG00000176826.16	FKBP9P1
ENSG00000129103.19	SUMF2
ENSG00000164776.11	PHKG1
ENSG00000282879.1	ENSG00000282879
ENSG00000189166.6	TNRC18P3
ENSG00000232727.2	YWHAEP1
ENSG00000197008.10	ZNF138
ENSG00000287580.1	ENSG00000287580
ENSG00000234338.1	ENSG00000234338
ENSG00000182722.5	SEPHS1P1
ENSG00000152926.17	ZNF117
ENSG00000213462.5	ERV3-1
ENSG00000169919.17	GUSB
ENSG00000179406.10	LINC00174
ENSG00000272831.2	ENSG00000272831
ENSG00000289177.2	ENSG00000289177
ENSG00000232546.1	ENSG00000232546
ENSG00000230295.1	GTF2IP23
ENSG00000230358.6	SPDYE21
ENSG00000291153.1	STAG3L4
ENSG00000106610.17	STAG3L4
ENSG00000290831.1	NSUN5P2
ENSG00000106133.19	NSUN5P2
ENSG00000155428.12	TRIM74
ENSG00000290832.1	ENSG00000290832
ENSG00000205584.6	FKBP6P1
ENSG00000174353.18	STAG3L3
ENSG00000229018.5	PMS2P7
ENSG00000274570.6	SPDYE10
ENSG00000293241.1	GTF2IP4
ENSG00000233369.8	GTF2IP4
ENSG00000205578.6	POM121B
ENSG00000176410.8	DNAJC30
ENSG00000290833.1	ENSG00000290833
ENSG00000277072.6	STAG3L2
ENSG00000174428.19	GTF2IRD2B
ENSG00000290871.1	GTF2IP1
ENSG00000277053.5	GTF2IP1
ENSG00000291151.1	NSUN5P1
ENSG00000223705.12	NSUN5P1
ENSG00000127952.17	STYXL1
ENSG00000280388.1	ENSG00000280388
ENSG00000146700.9	SSC4D
ENSG00000231087.2	FDPSP7
ENSG00000205482.11	SPDYE18
ENSG00000214293.11	APTR
ENSG00000187391.23	MAGI2
ENSG00000234456.10	MAGI2-AS3
ENSG00000186472.20	PCLO
ENSG00000229251.3	HNRNPA1P8
ENSG00000233073.2	GRM3-AS1
ENSG00000164659.15	ELAPOR2
ENSG00000237709.1	EEF1A1P28
ENSG00000223969.7	ENSG00000223969
ENSG00000127920.6	GNG11
ENSG00000004864.14	SLC25A13
ENSG00000284627.1	ENSG00000284627
ENSG00000232097.1	VPS51P2
ENSG00000238228.1	OR7E7P
ENSG00000183444.10	OR7E38P
ENSG00000285725.1	ENSG00000285725
ENSG00000243554.1	CCZ1P1
ENSG00000214389.2	RPS3AP26
ENSG00000214142.2	RPL7P60
ENSG00000066923.19	STAG3
ENSG00000078319.13	PMS2P1
ENSG00000169871.13	TRIM56
ENSG00000214253.9	FIS1
ENSG00000232445.2	EMSLR
ENSG00000128563.13	PRKRIP1
ENSG00000290830.1	ENSG00000290830
ENSG00000239969.7	ENSG00000239969
ENSG00000267368.1	UPK3BL1
ENSG00000267645.5	ENSG00000267645
ENSG00000228049.8	POLR2J2
ENSG00000213385.3	RPL7AP39
ENSG00000161048.12	NAPEPLD
ENSG00000224415.1	ENSG00000224415
ENSG00000236848.2	RPL23AP95
ENSG00000244490.1	RWDD4P1
ENSG00000231167.3	YBX1P2
ENSG00000128536.16	CDHR3
ENSG00000242562.1	DCAF13P1
ENSG00000184903.10	IMMP2L
ENSG00000173114.13	LRRN3
ENSG00000146802.13	TMEM168
ENSG00000227199.1	ST7-AS1
ENSG00000234985.2	ENSG00000234985
ENSG00000008311.16	AASS
ENSG00000235459.5	RPS26P31
ENSG00000213291.3	RPL31P39
ENSG00000272601.1	EFCAB3P1
ENSG00000165055.16	METTL2B
ENSG00000273270.1	LINC03072
ENSG00000242588.7	ENSG00000242588
ENSG00000280828.1	ENSG00000280828
ENSG00000281896.1	ENSG00000281896
ENSG00000243302.3	ENSG00000243302
ENSG00000230715.3	ENSG00000230715
ENSG00000229413.2	ENSG00000229413
ENSG00000243679.1	ENSG00000243679
ENSG00000281490.1	CICP14
ENSG00000205085.13	GARIN1A
ENSG00000135253.16	KCP
ENSG00000128524.5	ATP6V1F
ENSG00000244556.1	ODCP
ENSG00000158467.17	AHCYL2
ENSG00000238072.1	CDC26P1
ENSG00000283041.1	ENSG00000283041
ENSG00000279483.2	ENSG00000279483
ENSG00000230383.1	RPL6P19
ENSG00000213237.4	PTMAP10
ENSG00000243099.1	RPL17P27
ENSG00000146858.8	ZC3HAV1L
ENSG00000164898.13	FMC1
ENSG00000059377.19	TBXAS1
ENSG00000270923.1	TAS2R6P
ENSG00000127366.5	TAS2R5
ENSG00000239419.3	RN7SL535P
ENSG00000159784.18	FAM131B
ENSG00000223459.6	TCAF1P1
ENSG00000244198.7	ARHGEF35-AS1
ENSG00000225918.1	RPL7P59
ENSG00000204946.10	ZNF783
ENSG00000133619.18	KRBA1
ENSG00000181444.13	ZNF467
ENSG00000106479.11	ZNF862
ENSG00000204934.10	ATP6V0E2-AS1
ENSG00000196584.4	XRCC2
ENSG00000273117.1	INSIG1-DT
ENSG00000224903.2	RNF32-AS1
ENSG00000104714.14	ERICH1
ENSG00000182372.10	CLN8
ENSG00000253982.3	CLN8-AS1
ENSG00000246089.5	MCPH1-DT
ENSG00000164825.4	DEFB1
ENSG00000215374.6	FAM66B
ENSG00000255128.1	HSPD1P3
ENSG00000171044.11	XKR6
ENSG00000269918.1	ENSG00000269918
ENSG00000255310.2	ENSG00000255310
ENSG00000239315.4	RPL19P13
ENSG00000154328.16	NEIL2
ENSG00000255052.6	FAM66D
ENSG00000249889.1	ALG1L11P
ENSG00000251402.3	FAM90A25P
ENSG00000242607.1	RPS3AP34
ENSG00000244289.1	RPS3AP35
ENSG00000284724.1	ENSG00000284724
ENSG00000250305.9	TRMT9B
ENSG00000164741.15	DLC1
ENSG00000171428.15	NAT1
ENSG00000275074.2	NUDT18
ENSG00000197217.13	ENTPD4
ENSG00000147459.18	DOCK5
ENSG00000120899.18	PTK2B
ENSG00000197892.13	KIF13B
ENSG00000243844.1	RPL17P33
ENSG00000293293.1	ENSG00000293293
ENSG00000127589.5	TUBBP1
ENSG00000133863.9	TEX15
ENSG00000172733.12	PURG
ENSG00000247134.8	ENSG00000247134
ENSG00000215264.4	RPL10AP3
ENSG00000243181.2	RPL21P80
ENSG00000232024.2	LSM12P1
ENSG00000253650.1	SMARCE1P4
ENSG00000156735.11	BAG4
ENSG00000104368.19	PLAT
ENSG00000240395.1	RPL5P23
ENSG00000047249.18	ATP6V1H
ENSG00000170791.18	CHCHD7
ENSG00000198846.6	TOX
ENSG00000167912.8	TOX-DT
ENSG00000185942.13	NKAIN3
ENSG00000137563.13	GGH
ENSG00000270673.2	YTHDF3-DT
ENSG00000288602.1	C8orf44-SGK3
ENSG00000104205.16	SGK3
ENSG00000248801.7	C8orf34-AS1
ENSG00000236191.3	RPS15AP25
ENSG00000235531.11	MSC-AS1
ENSG00000253636.1	ENSG00000253636
ENSG00000121039.10	RDH10
ENSG00000154582.18	ELOC
ENSG00000104381.14	GDAP1
ENSG00000249395.4	CASC9
ENSG00000188856.6	RPSAP47
ENSG00000104231.11	ZFAND1
ENSG00000104497.15	SNX16
ENSG00000133739.16	LRRCC1
ENSG00000176623.12	RMDN1
ENSG00000253553.9	ENSG00000253553
ENSG00000104312.8	RIPK2
ENSG00000240509.1	RPL34P18
ENSG00000213750.4	ENSG00000213750
ENSG00000243504.1	RPS23P1
ENSG00000104361.10	NIPAL2
ENSG00000235683.1	ENSG00000235683
ENSG00000070756.17	PABPC1
ENSG00000212994.5	RPS26P6
ENSG00000293064.1	ENSG00000293064
ENSG00000228224.4	NACA4P
ENSG00000253991.1	ENSG00000253991
ENSG00000104490.18	NCALD
ENSG00000244052.1	RPL5P24
ENSG00000155097.12	ATP6V1C1
ENSG00000205002.4	AARD
ENSG00000136999.5	CCN3
ENSG00000187955.13	COL14A1
ENSG00000170961.7	HAS2
ENSG00000253819.3	LINC01151
ENSG00000178764.8	ZHX2
ENSG00000129295.10	DNAAF11
ENSG00000259891.1	ENSG00000259891
ENSG00000104472.10	CHRAC1
ENSG00000279786.1	ENSG00000279786
ENSG00000253605.1	HNRNPA1P38
ENSG00000171045.16	TSNARE1
ENSG00000160932.11	LY6E
ENSG00000253716.8	MINCR
ENSG00000184428.13	TOP1MT
ENSG00000204839.9	MROH6
ENSG00000255050.1	ENSG00000255050
ENSG00000147813.16	NAPRT
ENSG00000254812.3	ENSG00000254812
ENSG00000181135.16	ZNF707
ENSG00000287222.1	ENSG00000287222
ENSG00000185189.18	NRBP2
ENSG00000285599.1	ENSG00000285599
ENSG00000186583.12	SPATC1
ENSG00000204791.13	SMPD5
ENSG00000293498.1	ENSG00000293498
ENSG00000178814.17	OPLAH
ENSG00000197858.12	GPAA1
ENSG00000179832.18	MROH1
ENSG00000185000.12	DGAT1
ENSG00000071894.17	CPSF1
ENSG00000160948.14	VPS28
ENSG00000197363.11	ZNF517
ENSG00000181404.18	WASHC1
ENSG00000170122.6	FOXD4
ENSG00000205808.7	PLPP6
ENSG00000212829.8	RPS26P3
ENSG00000265735.2	RN7SL5P
ENSG00000155158.20	TTC39B
