Geneid	Genesymbol
ENSG00000120162.10	MOB3B
ENSG00000197579.8	TOPORS
ENSG00000235453.12	SMIM27
ENSG00000086062.13	B4GALT1
ENSG00000165271.17	NOL6
ENSG00000186638.17	KIF24
ENSG00000147955.18	SIGMAR1
ENSG00000286782.1	ENSG00000286782
ENSG00000165280.18	VCP
ENSG00000107175.12	CREB3
ENSG00000070610.14	GBA2
ENSG00000137075.18	RNF38
ENSG00000137142.5	IGFBPL1
ENSG00000135048.14	CEMIP2
ENSG00000197969.14	VPS13A
ENSG00000234819.1	ENSG00000234819
ENSG00000148019.14	CEP78
ENSG00000172159.16	FRMD3
ENSG00000178966.17	RMI1
ENSG00000135052.16	GOLM1
ENSG00000196730.13	DAPK1
ENSG00000213694.7	S1PR3
ENSG00000188312.15	CENPP
ENSG00000148110.17	MFSD14B
ENSG00000271384.1	ENSG00000271384
ENSG00000081377.17	CDC14B
ENSG00000136925.15	TSTD2
ENSG00000136937.13	NCBP1
ENSG00000234502.2	FYTTD1P1
ENSG00000136824.19	SMC2
ENSG00000228317.2	FKTN-AS1
ENSG00000106692.15	FKTN
ENSG00000095209.12	TMEM38B
ENSG00000198121.15	LPAR1
ENSG00000148225.17	WDR31
ENSG00000078725.13	BRINP1
ENSG00000119402.18	FBXW2
ENSG00000095261.14	PSMD5
ENSG00000119403.15	PHF19
ENSG00000106804.10	C5
ENSG00000227355.5	ENSG00000227355
ENSG00000186130.5	ZBTB6
ENSG00000236901.6	MIR600HG
ENSG00000044574.9	HSPA5
ENSG00000119487.17	MAPKAP1
ENSG00000136828.19	RALGPS1
ENSG00000271833.1	ENSG00000271833
ENSG00000201302.1	SNORA65
ENSG00000095370.20	SH2D3C
ENSG00000171169.9	NAIF1
ENSG00000234771.3	SLC25A25-AS1
ENSG00000148334.16	PTGES2
ENSG00000167113.11	COQ4
ENSG00000167114.13	SLC27A4
ENSG00000136811.17	ODF2
ENSG00000225951.1	ODF2-AS1
ENSG00000119333.12	DYNC2I2
ENSG00000160447.7	PKN3
ENSG00000264438.2	RN7SL560P
ENSG00000095319.14	NUP188
ENSG00000148343.19	MIGA2
ENSG00000148331.12	ASB6
ENSG00000136816.16	TOR1B
ENSG00000136827.12	TOR1A
ENSG00000107130.10	NCS1
ENSG00000277713.1	MIR6856
ENSG00000246851.1	ENSG00000246851
ENSG00000107290.14	SETX
ENSG00000148296.7	SURF6
ENSG00000160325.15	CACFD1
ENSG00000196363.10	WDR5
ENSG00000238058.2	CAMSAP1-DT
ENSG00000165689.17	ENTR1
ENSG00000274356.1	ENSG00000274356
ENSG00000196642.19	RABL6
ENSG00000188986.9	NELFB
ENSG00000165802.23	NSMF
ENSG00000107959.17	PITRM1
ENSG00000134452.20	FBH1
ENSG00000148429.15	USP6NL
ENSG00000252118.1	RNU6ATAC39P
ENSG00000151474.23	FRMD4A
ENSG00000065809.14	FAM107B
ENSG00000228547.5	OR7E26P
ENSG00000026025.16	VIM
ENSG00000260589.1	STAM-DT
ENSG00000170759.11	KIF5B
ENSG00000099250.18	NRP1
ENSG00000196693.15	ZNF33B
ENSG00000169826.8	CSGALNACT2
ENSG00000232004.1	CAP1P2
ENSG00000169740.14	ZNF32
ENSG00000238405.1	RNA5SP311
ENSG00000107643.17	MAPK8
ENSG00000204152.14	TIMM23B
ENSG00000188611.17	ASAH2
ENSG00000198964.14	SGMS1
ENSG00000108064.11	TFAM
ENSG00000165443.12	PHYHIPL
ENSG00000165449.12	SLC16A9
ENSG00000072422.17	RHOBTB1
ENSG00000238280.2	ENSG00000238280
ENSG00000270421.1	ENSG00000270421
ENSG00000165476.14	REEP3
ENSG00000138346.16	DNA2
ENSG00000165730.16	STOX1
ENSG00000198954.9	KIFBP
ENSG00000099282.10	TSPAN15
ENSG00000107719.10	PALD1
ENSG00000166224.18	SGPL1
ENSG00000290737.1	ENSG00000290737
ENSG00000288823.1	ENSG00000288823
ENSG00000185009.13	AP3M1
ENSG00000199664.1	RNU6-1266P
ENSG00000108219.17	TSPAN14
ENSG00000107779.16	BMPR1A
ENSG00000107789.16	MINPP1
ENSG00000105988.6	NHP2P1
ENSG00000119912.18	IDE
ENSG00000138160.7	KIF11
ENSG00000176273.15	SLC35G1
ENSG00000107438.9	PDLIM1
ENSG00000095637.23	SORBS1
ENSG00000119977.22	TCTN3
ENSG00000052749.14	RRP12
ENSG00000231970.1	ENSG00000231970
ENSG00000171307.19	ZDHHC16
ENSG00000249967.1	ENSG00000249967
ENSG00000289758.1	ENSG00000289758
ENSG00000155287.12	SLC25A28
ENSG00000198018.7	ENTPD7
ENSG00000213341.11	CHUK
ENSG00000166189.8	HPS6
ENSG00000148840.11	PPRC1
ENSG00000166197.17	NOLC1
ENSG00000156398.13	SFXN2
ENSG00000148842.18	CNNM2
ENSG00000148798.11	INA
ENSG00000156374.16	PCGF6
ENSG00000148843.15	PDCD11
ENSG00000108039.18	XPNPEP1
ENSG00000148700.15	ADD3
ENSG00000258114.1	ENSG00000258114
ENSG00000229847.9	EMX2OS
ENSG00000197771.13	MCMBP
ENSG00000107651.15	SEC23IP
ENSG00000138162.19	TACC2
ENSG00000188690.16	UROS
ENSG00000277371.1	Metazoa_SRP
ENSG00000150760.13	DOCK1
ENSG00000148824.19	MTG1
ENSG00000177225.17	GATD1
ENSG00000174672.16	BRSK2
ENSG00000130600.22	H19
ENSG00000290098.1	ENSG00000290098
ENSG00000184281.15	TSSC4
ENSG00000181649.8	PHLDA2
ENSG00000005801.18	ZNF195
ENSG00000201279.1	Y_RNA
ENSG00000167333.13	TRIM68
ENSG00000121236.21	TRIM6
ENSG00000166402.9	TUB
ENSG00000255159.1	DENND2B-AS1
ENSG00000201998.1	SNORA23
ENSG00000110321.19	EIF4G2
ENSG00000246308.4	ENSG00000246308
ENSG00000110328.6	GALNT18
ENSG00000262655.4	SPON1
ENSG00000254418.1	SPON1-AS1
ENSG00000110693.19	SOX6
ENSG00000284094.1	MIR6073
ENSG00000148965.10	SAA4
ENSG00000255071.3	SAA2-SAA4
ENSG00000110756.18	HPS5
ENSG00000257043.1	SRSF3P1
ENSG00000110786.18	PTPN5
ENSG00000177054.14	ZDHHC13
ENSG00000255308.1	CSRP3-AS1
ENSG00000148935.12	GAS2
ENSG00000205213.14	LGR4
ENSG00000255370.1	CYCSP25
ENSG00000049449.10	RCN1
ENSG00000179241.13	LDLRAD3
ENSG00000175104.15	TRAF6
ENSG00000157570.12	TSPAN18
ENSG00000181830.9	SLC35C1
ENSG00000134575.13	ACP2
ENSG00000149187.19	CELF1
ENSG00000214883.4	ENSG00000214883
ENSG00000265566.2	RN7SL605P
ENSG00000156599.11	ZDHHC5
ENSG00000186660.15	ZFP91
ENSG00000269570.2	ENSG00000269570
ENSG00000167987.11	VPS37C
ENSG00000134780.10	DAGLA
ENSG00000254454.2	RCC2P6
ENSG00000214756.8	CSKMT
ENSG00000168569.8	TMEM223
ENSG00000277846.1	SNORD30
ENSG00000184743.13	ATL3
ENSG00000110583.13	NAA40
ENSG00000149782.13	PLCB3
ENSG00000173264.16	GPR137
ENSG00000149809.17	TM7SF2
ENSG00000285816.1	ENSG00000285816
ENSG00000126391.14	FRMD8
ENSG00000142186.18	SCYL1
ENSG00000197136.5	PCNX3
ENSG00000172732.12	MUS81
ENSG00000174996.12	KLC2
ENSG00000254461.1	ENSG00000254461
ENSG00000254986.8	DPP3
ENSG00000173599.15	PC
ENSG00000172725.14	CORO1B
ENSG00000132740.10	IGHMBP2
ENSG00000085733.16	CTTN
ENSG00000254593.1	OR7E126P
ENSG00000054967.13	RELT
ENSG00000149257.16	SERPINH1
ENSG00000198382.9	UVRAG
ENSG00000159063.14	ALG8
ENSG00000033327.13	GAB2
ENSG00000137513.11	NARS2
ENSG00000254563.1	ENSG00000254563
ENSG00000247137.9	ANKRD42-DT
ENSG00000254783.1	ENSG00000254783
ENSG00000150687.12	PRSS23
ENSG00000110172.12	CHORDC1
ENSG00000206834.1	SNORA1
ENSG00000284458.1	MIR1304
ENSG00000284057.1	ENSG00000284057
ENSG00000042429.12	MED17
ENSG00000256469.1	ENSG00000256469
ENSG00000263465.5	SRSF8
ENSG00000149218.5	ENDOD1
ENSG00000166037.11	CEP57
ENSG00000137760.15	ALKBH8
ENSG00000110660.15	SLC35F2
ENSG00000149289.11	ZC3H12C
ENSG00000109906.15	ZBTB16
ENSG00000149428.21	HYOU1
ENSG00000172269.20	DPAGT1
ENSG00000173456.5	RNF26
ENSG00000154144.13	TBRG1
ENSG00000182934.12	SRPRA
ENSG00000084234.18	APLP2
ENSG00000166086.13	JAM3
ENSG00000151503.14	NCAPD3
ENSG00000149328.16	GLB1L2
ENSG00000002016.18	RAD52
ENSG00000275811.1	HTR1DP1
ENSG00000006831.10	ADIPOR2
ENSG00000258092.1	ENSG00000258092
ENSG00000197905.10	TEAD4
ENSG00000047621.12	C12orf4
ENSG00000139180.11	NDUFA9
ENSG00000067182.9	TNFRSF1A
ENSG00000110811.20	P3H3
ENSG00000290712.1	DSTNP2
ENSG00000196946.11	ZNF705A
ENSG00000283429.1	MIR1244-3
ENSG00000197870.14	PRB3
ENSG00000151491.14	EPS8
ENSG00000060982.15	BCAT1
ENSG00000123094.16	RASSF8
ENSG00000211455.8	STK38L
ENSG00000256512.1	ENSG00000256512
ENSG00000087470.21	DNM1L
ENSG00000139131.13	YARS2
ENSG00000258167.1	ENSG00000258167
ENSG00000271379.1	ENSG00000271379
ENSG00000139174.12	PRICKLE1
ENSG00000293316.1	PLEKHA8P1
ENSG00000265093.2	RN7SL246P
ENSG00000139218.18	SCAF11
ENSG00000061273.18	HDAC7
ENSG00000268069.2	ENSG00000268069
ENSG00000139219.19	COL2A1
ENSG00000258203.5	ENSG00000258203
ENSG00000167535.8	CACNB3
ENSG00000134287.10	ARF3
ENSG00000110881.12	ASIC1
ENSG00000066117.15	SMARCD1
ENSG00000278126.1	ENSG00000278126
ENSG00000135392.19	DNAJC14
ENSG00000139645.11	ANKRD52
ENSG00000274569.1	ENSG00000274569
ENSG00000241217.3	RN7SL809P
ENSG00000283621.1	MIR6759
ENSG00000206749.1	RNU6-1083P
ENSG00000257568.1	MON2-AS1
ENSG00000111110.12	PPM1H
ENSG00000166148.4	AVPR1A
ENSG00000279444.1	ENSG00000279444
ENSG00000184575.12	XPOT
ENSG00000153179.14	RASSF3
ENSG00000266016.3	MIR548Z
ENSG00000207546.1	MIR548C
ENSG00000280320.1	ENSG00000280320
ENSG00000139289.15	PHLDA1
ENSG00000257453.1	PHLDA1-AS1
ENSG00000257839.1	PHLDA1-DT
ENSG00000179941.9	BBS10
ENSG00000257526.3	ENSG00000257526
ENSG00000067715.15	SYT1
ENSG00000111052.8	LIN7A
ENSG00000139318.8	DUSP6
ENSG00000274021.1	ENSG00000274021
ENSG00000139323.14	POC1B
ENSG00000257594.4	GALNT4
ENSG00000070961.17	ATP2B1
ENSG00000011465.18	DCN
ENSG00000287714.1	ENSG00000287714
ENSG00000257150.5	PGAM1P5
ENSG00000120800.5	UTP20
ENSG00000111670.16	GNPTAB
ENSG00000136010.14	ALDH1L2
ENSG00000013503.10	POLR3B
ENSG00000111785.21	RIC8B
ENSG00000258136.2	PRDM4-AS1
ENSG00000075856.12	SART3
ENSG00000287202.1	ENSG00000287202
ENSG00000110906.13	KCTD10
ENSG00000258210.1	ENSG00000258210
ENSG00000198324.14	PHETA1
ENSG00000111252.11	SH2B3
ENSG00000089234.16	BRAP
ENSG00000276908.1	MIR7106
ENSG00000166578.10	IQCD
ENSG00000151176.8	PLBD2
ENSG00000122965.11	RBM19
ENSG00000257359.1	ENSG00000257359
ENSG00000111412.6	SPRING1
ENSG00000176871.9	WSB2
ENSG00000152137.8	HSPB8
ENSG00000110917.8	MLEC
ENSG00000256364.1	ENSG00000256364
ENSG00000110931.19	CAMKK2
ENSG00000286586.1	ENSG00000286586
ENSG00000033030.16	ZCCHC8
ENSG00000130787.14	HIP1R
ENSG00000168778.13	TCTN2
ENSG00000185344.15	ATP6V0A2
ENSG00000280300.1	ENSG00000280300
ENSG00000150990.9	DHX37
ENSG00000184992.13	BRI3BP
ENSG00000280634.1	THRIL
ENSG00000081760.17	AACS
ENSG00000111450.15	STX2
ENSG00000177192.14	PUS1
ENSG00000185163.10	DDX51
ENSG00000247077.8	PGAM5
ENSG00000196458.11	ZNF605
ENSG00000256825.4	ENSG00000256825
ENSG00000121390.19	PSPC1
ENSG00000279951.1	ENSG00000279951
ENSG00000132953.18	XPO4
ENSG00000127863.16	TNFRSF19
ENSG00000027001.10	MIPEP
ENSG00000182957.16	SPATA13
ENSG00000132970.14	WASF3
ENSG00000285935.1	ENSG00000285935
ENSG00000139517.9	LNX2
ENSG00000236463.1	LINC00427
ENSG00000120694.20	HSPH1
ENSG00000187676.8	B3GLCT
ENSG00000229427.1	ANKRD26P4
ENSG00000139618.19	BRCA2
ENSG00000083642.19	PDS5B
ENSG00000133104.14	SPART
ENSG00000120685.20	PROSER1
ENSG00000172766.19	NAA16
ENSG00000136141.15	LRCH1
ENSG00000227848.1	SUCLA2-AS1
ENSG00000136144.12	RCBTB1
ENSG00000102753.10	KPNA3
ENSG00000231607.15	DLEU2
ENSG00000277913.1	ENSG00000277913
ENSG00000275559.1	ENSG00000275559
ENSG00000102786.15	INTS6
ENSG00000253797.2	UTP14C
ENSG00000250299.7	MRPS31P4
ENSG00000139734.19	DIAPH3
ENSG00000083520.15	DIS3
ENSG00000136111.14	TBC1D4
ENSG00000102805.16	CLN5
ENSG00000234377.8	OBI1-AS1
ENSG00000139746.16	RBM26
ENSG00000184564.11	SLITRK6
ENSG00000236520.2	GPC6-AS1
ENSG00000152749.8	GPR180
ENSG00000125257.16	ABCC4
ENSG00000125304.10	TM9SF2
ENSG00000125247.16	TMTC4
ENSG00000237082.1	COX5BP6
ENSG00000134900.13	TPP2
ENSG00000174405.15	LIG4
ENSG00000187498.17	COL4A1
ENSG00000134871.20	COL4A2
ENSG00000289010.1	ENSG00000289010
ENSG00000134905.17	CARS2
ENSG00000185896.11	LAMP1
ENSG00000185989.11	RASA3
ENSG00000130177.16	CDC16
ENSG00000136319.12	TTC5
ENSG00000100814.19	CCNB1IP1
ENSG00000287735.1	ENSG00000287735
ENSG00000157227.14	MMP14
ENSG00000100926.15	TM9SF1
ENSG00000184304.17	PRKD1
ENSG00000092140.16	G2E3
ENSG00000213867.4	ENSG00000213867
ENSG00000129480.14	DTD2
ENSG00000275002.2	ZFAND2AP2
ENSG00000258636.2	LRFN5-DT
ENSG00000258536.1	FKBP1BP1
ENSG00000129534.14	MIS18BP1
ENSG00000139915.22	MDGA2
ENSG00000278009.1	ENSG00000278009
ENSG00000139926.16	FRMD6
ENSG00000259007.1	ENSG00000259007
ENSG00000087303.19	NID2
ENSG00000258731.1	DDHD1-DT
ENSG00000233924.1	RPSAP13
ENSG00000168175.16	MAPK1IP1L
ENSG00000259318.1	HMGN1P1
ENSG00000258428.5	ENSG00000258428
ENSG00000053770.12	AP5M1
ENSG00000139971.15	ARMH4
ENSG00000258782.3	ENSG00000258782
ENSG00000258656.1	ENSG00000258656
ENSG00000154001.14	PPP2R5E
ENSG00000139998.16	RAB15
ENSG00000072415.10	PALS1
ENSG00000081181.8	ARG2
ENSG00000100568.11	VTI1B
ENSG00000185650.10	ZFP36L1
ENSG00000072110.16	ACTN1
ENSG00000100626.17	GALNT16
ENSG00000198732.11	SMOC1
ENSG00000258966.1	GTF3AP2
ENSG00000259146.4	SIPA1L1-AS1
ENSG00000119684.16	MLH3
ENSG00000258876.1	TGFB3-AS1
ENSG00000259081.1	ENSG00000259081
ENSG00000009830.13	POMT2
ENSG00000212371.1	ENSG00000212371
ENSG00000100722.20	ZC3H14
ENSG00000119720.18	NRDE2
ENSG00000015133.20	CCDC88C
ENSG00000100744.15	GSKIP
ENSG00000258749.1	ENSG00000258749
ENSG00000272444.1	ENSG00000272444
ENSG00000259515.1	ENSG00000259515
ENSG00000100664.11	EIF5
ENSG00000075413.19	MARK3
ENSG00000258986.7	TMEM179
ENSG00000279495.1	ENSG00000279495
ENSG00000170113.16	NIPA1
ENSG00000275835.5	TUBGCP5
ENSG00000274640.1	SNORD109A
ENSG00000104059.5	ENTREP2
ENSG00000104067.17	TJP1
ENSG00000273818.1	RN7SL673P
ENSG00000270055.1	ENSG00000270055
ENSG00000198826.11	ARHGAP11A
ENSG00000285948.1	ENSG00000285948
ENSG00000259408.2	ENSG00000259408
ENSG00000021776.11	AQR
ENSG00000166068.13	SPRED1
ENSG00000259580.1	ENSG00000259580
ENSG00000166133.18	RPUSD2
ENSG00000203573.4	Metazoa_SRP
ENSG00000137812.21	KNL1
ENSG00000166143.10	PPP1R14D
ENSG00000104142.11	VPS18
ENSG00000128908.19	INO80
ENSG00000243789.11	JMJD7
ENSG00000168970.22	JMJD7-PLA2G4B
ENSG00000092531.10	SNAP23
ENSG00000168806.8	LCMT2
ENSG00000168803.16	ADAL
ENSG00000289277.1	ENSG00000289277
ENSG00000179523.7	EIF3J-DT
ENSG00000104177.20	MYEF2
ENSG00000138600.11	SPPL2A
ENSG00000260916.8	CCPG1
ENSG00000069869.17	NEDD4
ENSG00000151575.15	TEX9
ENSG00000285253.1	ENSG00000285253
ENSG00000259657.1	PIGHP1
ENSG00000259557.2	HMGN1P26
ENSG00000171914.17	TLN2
ENSG00000140416.26	TPM1
ENSG00000074410.14	CA12
ENSG00000174498.14	IGDCC3
ENSG00000243404.2	RPL35AP32
ENSG00000199673.1	SNORD16
ENSG00000259410.5	ENSG00000259410
ENSG00000138604.10	GLCE
ENSG00000259504.2	ENSG00000259504
ENSG00000187720.15	THSD4
ENSG00000159322.18	ADPGK
ENSG00000138623.10	SEMA7A
ENSG00000169410.11	PTPN9
ENSG00000260269.5	ENSG00000260269
ENSG00000284059.1	MIR5572
ENSG00000271725.1	ENSG00000271725
ENSG00000140598.16	EFL1
ENSG00000290947.1	ENSG00000290947
ENSG00000278603.1	ENSG00000278603
ENSG00000290690.1	ENSG00000290690
ENSG00000276278.1	ENSG00000276278
ENSG00000291159.1	ENSG00000291159
ENSG00000177082.13	WDR73
ENSG00000140543.15	DET1
ENSG00000181026.15	AEN
ENSG00000140557.12	ST8SIA2
ENSG00000258676.5	ENSG00000258676
ENSG00000274215.1	ENSG00000274215
ENSG00000182175.15	RGMA
ENSG00000259614.2	TUBAP12
ENSG00000279970.1	ENSG00000279970
ENSG00000007541.17	PIGQ
ENSG00000161999.13	JMJD8
ENSG00000090581.11	GNPTG
ENSG00000260132.1	ENSG00000260132
ENSG00000261641.2	ENSG00000261641
ENSG00000103024.8	NME3
ENSG00000260541.1	ENSG00000260541
ENSG00000260260.3	SNHG19
ENSG00000206630.1	SNORD60
ENSG00000281010.1	ENSG00000281010
ENSG00000162063.13	CCNF
ENSG00000283180.1	MIR6767
ENSG00000260272.1	ENSG00000260272
ENSG00000280402.1	ENSG00000280402
ENSG00000162073.14	PAQR4
ENSG00000010539.12	ZNF200
ENSG00000262899.1	ENSG00000262899
ENSG00000263235.1	ENSG00000263235
ENSG00000275515.1	ENSG00000275515
ENSG00000140650.13	PMM2
ENSG00000260350.1	ENSG00000260350
ENSG00000184602.6	SNN
ENSG00000234719.9	NPIPB2
ENSG00000262732.1	ENSG00000262732
ENSG00000006007.12	GDE1
ENSG00000103544.17	VPS35L
ENSG00000167191.12	GPRC5B
ENSG00000287739.1	ENSG00000287739
ENSG00000140743.8	CDR2
ENSG00000290865.1	RRN3P3
ENSG00000243716.12	NPIPB5
ENSG00000260566.2	ENSG00000260566
ENSG00000259782.2	ENSG00000259782
ENSG00000103356.18	EARS2
ENSG00000103353.16	UBFD1
ENSG00000261669.1	ENSG00000261669
ENSG00000169180.12	XPO6
ENSG00000176953.13	NFATC2IP
ENSG00000284541.1	MIR4517
ENSG00000169203.18	NPIPB12
ENSG00000198064.15	NPIPB13
ENSG00000180035.13	ZNF48
ENSG00000260852.1	FBXL19-AS1
ENSG00000261124.1	ENSG00000261124
ENSG00000089280.20	FUS
ENSG00000290927.1	ENSG00000290927
ENSG00000171241.9	SHCBP1
ENSG00000166123.14	GPT2
ENSG00000171208.10	NETO2
ENSG00000083799.18	CYLD
ENSG00000291103.1	MPHOSPH10P1
ENSG00000198848.13	CES1
ENSG00000205362.11	MT1A
ENSG00000125144.14	MT1G
ENSG00000259827.1	ENSG00000259827
ENSG00000140848.17	CPNE2
ENSG00000103005.13	USB1
ENSG00000103034.15	NDRG4
ENSG00000103042.9	SLC38A7
ENSG00000140937.14	CDH11
ENSG00000140931.20	CMTM3
ENSG00000172840.7	PDP2
ENSG00000172831.14	CES2
ENSG00000205250.9	E2F4
ENSG00000135723.14	FHOD1
ENSG00000159792.10	PSKH1
ENSG00000141086.18	CTRL
ENSG00000103064.15	SLC7A6
ENSG00000103061.13	SLC7A6OS
ENSG00000103047.8	TANGO6
ENSG00000132603.15	NIP7
ENSG00000157315.5	TMED6
ENSG00000274093.1	ENSG00000274093
ENSG00000198373.13	WWP2
ENSG00000265648.2	RN7SL279P
ENSG00000168872.17	DDX19A
ENSG00000103043.15	VAC14
ENSG00000180917.18	CMTR2
ENSG00000040199.18	PHLPP2
ENSG00000271009.3	ENSG00000271009
ENSG00000196436.9	NPIPB15
ENSG00000168411.14	RFWD3
ENSG00000262904.1	TMPOP2
ENSG00000290455.1	ENSG00000290455
ENSG00000183196.10	CHST6
ENSG00000260092.1	ENSG00000260092
ENSG00000278985.1	ENSG00000278985
ENSG00000166451.14	CENPN
ENSG00000260213.6	CENPN-AS1
ENSG00000166454.10	ATMIN
ENSG00000252311.1	RNU1-103P
ENSG00000103241.7	FOXF1
ENSG00000276393.1	ENSG00000276393
ENSG00000104731.14	KLHDC4
ENSG00000261744.1	ZFPM1-AS1
ENSG00000158545.16	ZC3H18
ENSG00000174177.13	CTU2
ENSG00000176715.17	ACSF3
ENSG00000167522.17	ANKRD11
ENSG00000131165.16	CHMP1A
ENSG00000140995.17	DEF8
ENSG00000003249.15	DBNDD1
ENSG00000159842.16	ABR
ENSG00000197879.17	MYO1C
ENSG00000236618.3	PITPNA-AS1
ENSG00000174238.16	PITPNA
ENSG00000132361.18	CLUH
ENSG00000197417.9	SHPK
ENSG00000040531.16	CTNS
ENSG00000213977.8	TAX1BP3
ENSG00000177602.5	HASPIN
ENSG00000262358.1	ENSG00000262358
ENSG00000132388.13	UBE2G1
ENSG00000132382.15	MYBBP1A
ENSG00000129197.15	RPAIN
ENSG00000167842.16	MIS12
ENSG00000174327.7	SLC16A13
ENSG00000040633.13	PHF23
ENSG00000161956.14	SENP3
ENSG00000284117.1	MIR6883
ENSG00000200463.1	SNORD118
ENSG00000178971.17	CTC1
ENSG00000133028.12	SCO1
ENSG00000266297.1	MIR744
ENSG00000006744.19	ELAC2
ENSG00000006695.12	COX10
ENSG00000239704.12	CDRT4
ENSG00000277512.1	SNORD65
ENSG00000091536.20	MYO15A
ENSG00000128487.19	SPECC1
ENSG00000233098.10	CCDC144NL-AS1
ENSG00000274180.1	NATD1
ENSG00000087095.13	NLK
ENSG00000258472.10	ENSG00000258472
ENSG00000227543.5	SPAG5-AS1
ENSG00000238423.1	SNORD42B
ENSG00000238578.1	SNORD4A
ENSG00000264304.1	ENSG00000264304
ENSG00000109118.14	PHF12
ENSG00000108262.16	GIT1
ENSG00000265713.1	ENSG00000265713
ENSG00000290450.1	ENSG00000290450
ENSG00000265791.1	ENSG00000265791
ENSG00000266490.1	ENSG00000266490
ENSG00000266371.1	ENSG00000266371
ENSG00000226049.3	TLK2P1
ENSG00000270885.2	RASL10B
ENSG00000277161.2	PIGW
ENSG00000276234.5	TADA2A
ENSG00000278053.5	DDX52
ENSG00000172057.10	ORMDL3
ENSG00000108344.15	PSMD3
ENSG00000173801.17	JUP
ENSG00000141696.13	P3H4
ENSG00000161594.7	KLHL10
ENSG00000168256.18	NKIRAS2
ENSG00000267261.5	ENSG00000267261
ENSG00000131467.12	PSME3
ENSG00000012048.26	BRCA1
ENSG00000067596.12	DHX8
ENSG00000108312.16	UBTF
ENSG00000161692.18	DBF4B
ENSG00000186185.14	KIF18B
ENSG00000136448.13	NMT1
ENSG00000064300.9	NGFR
ENSG00000236472.1	ENSG00000236472
ENSG00000154945.7	ANKRD40
ENSG00000166292.12	TMEM100
ENSG00000264364.3	DYNLL2
ENSG00000108389.10	MTMR4
ENSG00000108395.14	TRIM37
ENSG00000141378.15	PTRH2
ENSG00000108443.14	RPS6KB1
ENSG00000267318.1	ENSG00000267318
ENSG00000068097.16	HEATR6
ENSG00000267678.1	ENSG00000267678
ENSG00000264529.1	DNAJB6P8
ENSG00000198231.14	DDX42
ENSG00000136478.9	TEX2
ENSG00000284368.1	MIR5047
ENSG00000258890.8	CEP95
ENSG00000141337.13	ARSG
ENSG00000207561.1	MIR635
ENSG00000166685.13	COG1
ENSG00000109062.12	NHERF1
ENSG00000109066.14	TMEM104
ENSG00000109089.7	CDR2L
ENSG00000252042.1	Y_RNA
ENSG00000264270.1	SAP30BP-AS1
ENSG00000267615.1	ENSG00000267615
ENSG00000279382.1	ENSG00000279382
ENSG00000286750.1	ENSG00000286750
ENSG00000279801.1	ENSG00000279801
ENSG00000267463.1	UBE2V2P2
ENSG00000055483.20	USP36
ENSG00000035862.13	TIMP2
ENSG00000167280.17	ENGASE
ENSG00000232083.3	RPL31P7
ENSG00000263218.2	ENSG00000263218
ENSG00000185504.17	FAAP100
ENSG00000182446.15	NPLOC4
ENSG00000185298.13	CCDC137
ENSG00000185624.16	P4HB
ENSG00000262413.1	ENSG00000262413
ENSG00000141522.12	ARHGDIA
ENSG00000185813.11	PCYT2
ENSG00000264769.1	MAFG-AS1
ENSG00000169683.8	LRRC45
ENSG00000141568.21	FOXK2
ENSG00000262147.1	ENSG00000262147
ENSG00000158270.12	COLEC12
ENSG00000101574.15	METTL4
ENSG00000170579.19	DLGAP1
ENSG00000154845.16	PPP4R1
ENSG00000134265.13	NAPG
ENSG00000176014.13	TUBB6
ENSG00000141385.12	AFG3L2
ENSG00000286926.1	ENSG00000286926
ENSG00000265939.1	UBE2CP2
ENSG00000266495.1	ENSG00000266495
ENSG00000141458.13	NPC1
ENSG00000212051.1	MIR320C2
ENSG00000154080.14	CHST9
ENSG00000170558.10	CDH2
ENSG00000268873.1	ENSG00000268873
ENSG00000257267.6	ZNF271P
ENSG00000274918.1	ENSG00000274918
ENSG00000279319.1	ENSG00000279319
ENSG00000289868.1	ENSG00000289868
ENSG00000196628.20	TCF4
ENSG00000134440.12	NARS1
ENSG00000049759.20	NEDD4L
ENSG00000183287.15	CCBE1
ENSG00000206769.1	RNU6-116P
ENSG00000119541.10	VPS4B
ENSG00000263637.1	ENSG00000263637
ENSG00000265579.1	ENSG00000265579
ENSG00000133313.15	CNDP2
ENSG00000286090.1	ENSG00000286090
ENSG00000166377.21	ATP9B
ENSG00000267655.1	ENSG00000267655
ENSG00000060069.18	CTDP1
ENSG00000226742.4	HSBP1L1
ENSG00000198858.10	R3HDM4
ENSG00000267755.1	ENSG00000267755
ENSG00000119559.17	C19orf25
ENSG00000261526.3	ENSG00000261526
ENSG00000176619.13	LMNB2
ENSG00000283728.1	MIR7108
ENSG00000267001.1	ENSG00000267001
ENSG00000104969.11	SGTA
ENSG00000175691.9	ZNF77
ENSG00000283928.1	MIR637
ENSG00000077463.15	SIRT6
ENSG00000141985.9	SH3GL1
ENSG00000185361.9	TNFAIP8L1
ENSG00000141965.5	FEM1A
ENSG00000269604.1	ENSG00000269604
ENSG00000276043.5	UHRF1
ENSG00000267157.1	ENSG00000267157
ENSG00000141994.16	DUS3L
ENSG00000214347.9	ENSG00000214347
ENSG00000284159.1	MIR3940
ENSG00000125733.18	TRIP10
ENSG00000066044.15	ELAVL1
