Geneid	Genesymbol
ENSG00000289225.2	ENSG00000289225
ENSG00000271654.1	ENSG00000271654
ENSG00000158806.14	NPM2
ENSG00000275074.2	NUDT18
ENSG00000177725.6	ENSG00000177725
ENSG00000168490.14	PHYHIP
ENSG00000120913.24	PDLIM2
ENSG00000248235.6	ENSG00000248235
ENSG00000287812.1	ENSG00000287812
ENSG00000228451.6	SDAD1P1
ENSG00000253430.1	ENSG00000253430
ENSG00000254362.1	ENSG00000254362
ENSG00000246339.6	EXTL3-AS1
ENSG00000260588.1	ENSG00000260588
ENSG00000240395.1	RPL5P23
ENSG00000104371.5	DKK4
ENSG00000254348.1	ENSG00000254348
ENSG00000289275.1	ENSG00000289275
ENSG00000226301.3	PDCL3P1
ENSG00000261542.1	ENSG00000261542
ENSG00000285791.1	ENSG00000285791
ENSG00000254557.1	ENSG00000254557
ENSG00000213003.3	BTF3P12
ENSG00000207036.1	RNY3P14
ENSG00000266712.3	MIR3149
ENSG00000254181.1	SLC25A51P3
ENSG00000164695.5	CHMP4C
ENSG00000254202.2	ENSG00000254202
ENSG00000246792.3	ENSG00000246792
ENSG00000271202.1	PRR13P7
ENSG00000246662.6	CIBAR1-DT
ENSG00000164949.8	GEM
ENSG00000293064.1	ENSG00000293064
ENSG00000228224.4	NACA4P
ENSG00000104490.18	NCALD
ENSG00000253629.1	ENSG00000253629
ENSG00000283959.2	ENSG00000283959
ENSG00000254141.1	ENSG00000254141
ENSG00000254185.1	MAPK6P5
ENSG00000242206.2	RPS26P35
ENSG00000136960.13	ENPP2
ENSG00000237586.3	ENSG00000237586
ENSG00000212993.6	POU5F1B
ENSG00000104419.17	NDRG1
ENSG00000169436.18	COL22A1
ENSG00000280326.1	ENSG00000280326
ENSG00000105339.11	DENND3
ENSG00000184489.13	PTP4A3
ENSG00000160886.13	LY6K
ENSG00000253741.4	LNCOC1
ENSG00000181085.15	MAPK15
ENSG00000203499.12	IQANK1
ENSG00000179698.14	WDR97
ENSG00000255164.1	ENSG00000255164
ENSG00000255559.1	ZNF252P-AS1
ENSG00000183784.7	DOCK8-AS1
ENSG00000227914.3	ENSG00000227914
ENSG00000273061.3	CDC37L1-DT
ENSG00000254017.1	IGHEP2
ENSG00000120210.8	INSL6
ENSG00000224972.1	ENSG00000224972
ENSG00000234586.2	ENSG00000234586
ENSG00000178031.18	ADAMTSL1
ENSG00000234853.2	NDUFA5P3
ENSG00000237434.1	ENSG00000237434
ENSG00000244230.3	RN7SL151P
ENSG00000198680.6	TUSC1
ENSG00000240306.2	RN7SL100P
ENSG00000174482.11	LINGO2
ENSG00000277646.1	ENSG00000277646
ENSG00000165272.16	AQP3
ENSG00000270542.1	ENSG00000270542
ENSG00000222259.1	RN7SKP114
ENSG00000239392.2	ENSG00000239392
ENSG00000168913.7	ENHO
ENSG00000232983.2	ENSG00000232983
ENSG00000137070.19	IL11RA
ENSG00000213927.4	CCL27
ENSG00000122733.12	PHF24
ENSG00000234181.1	PIGO-AS1
ENSG00000287287.1	ENSG00000287287
ENSG00000137101.14	CD72
ENSG00000107159.14	CA9
ENSG00000137133.11	HINT2
ENSG00000285645.1	ENSG00000285645
ENSG00000179443.5	OR13C6P
ENSG00000269692.1	FKBP4P2
ENSG00000240240.10	ENSG00000240240
ENSG00000273514.2	FOXD4L6
ENSG00000224825.2	RORB-AS1
ENSG00000156049.7	GNA14
ENSG00000233457.1	ENSG00000233457
ENSG00000237529.2	ENSG00000237529
ENSG00000285987.1	ENSG00000285987
ENSG00000285650.1	ENSG00000285650
ENSG00000230262.9	LINC02603
ENSG00000282886.1	PTMAP12
ENSG00000233820.3	ENSG00000233820
ENSG00000254876.5	SUGT1P4-STRA6LP
ENSG00000227269.1	ENSG00000227269
ENSG00000233055.1	ENSG00000233055
ENSG00000279609.1	ENSG00000279609
ENSG00000236005.1	ENSG00000236005
ENSG00000106868.17	SUSD1
ENSG00000225684.4	FAM225B
ENSG00000106852.16	LHX6
ENSG00000233425.1	KRT18P67
ENSG00000224020.3	MIR181A2HG
ENSG00000214593.3	ENSG00000214593
ENSG00000233721.1	ENSG00000233721
ENSG00000279137.1	ENSG00000279137
ENSG00000230536.1	ENSG00000230536
ENSG00000223551.1	TMSB4XP4
ENSG00000167123.20	CERCAM
ENSG00000204054.14	LINC00963
ENSG00000148344.11	PTGES
ENSG00000289226.2	ENSG00000289226
ENSG00000130720.13	FIBCD1
ENSG00000235138.1	ENSG00000235138
ENSG00000178243.4	LINC02907
ENSG00000160345.13	PIERCE1
ENSG00000107147.14	KCNT1
ENSG00000107187.17	LHX3
ENSG00000177943.14	MAMDC4
ENSG00000214402.7	LCNL1
ENSG00000176101.12	SSNA1
ENSG00000188747.9	NOXA1
ENSG00000290585.1	ENSG00000290585
ENSG00000067057.19	PFKP
ENSG00000215244.4	LINC02649
ENSG00000165623.10	UCMA
ENSG00000272853.2	SUV39H2-DT
ENSG00000165985.11	C1QL3
ENSG00000165995.24	CACNB2
ENSG00000228753.1	EIF4BP2
ENSG00000165309.14	ARMC3
ENSG00000095739.11	BAMBI
ENSG00000239731.3	RN7SL825P
ENSG00000213724.4	PRDX2P2
ENSG00000283000.2	LINC02635
ENSG00000233200.1	LINC02634
ENSG00000226578.1	ENSG00000226578
ENSG00000277758.6	SYT15B
ENSG00000227877.7	MRLN
ENSG00000183230.18	CTNNA3
ENSG00000172731.15	LRRC20
ENSG00000289506.2	ENSG00000289506
ENSG00000273248.2	ENSG00000273248
ENSG00000224596.9	ZMIZ1-AS1
ENSG00000225423.1	TNPO1P1
ENSG00000182771.19	GRID1
ENSG00000196566.2	ENSG00000196566
ENSG00000290782.1	CFL1P1
ENSG00000235150.1	RCBTB2P1
ENSG00000152766.6	ANKRD22
ENSG00000286116.1	ENSG00000286116
ENSG00000220585.4	DDX18P6
ENSG00000214549.2	SDHCP2
ENSG00000232709.1	MARK2P9
ENSG00000187553.10	CYP26C1
ENSG00000285846.1	ENSG00000285846
ENSG00000119946.12	CNNM1
ENSG00000260475.2	SLC25A28-DT
ENSG00000235823.5	OLMALINC
ENSG00000075826.17	SEC31B
ENSG00000186862.20	PDZD7
ENSG00000107819.15	SFXN3
ENSG00000059915.17	PSD
ENSG00000214435.9	AS3MT
ENSG00000065618.21	COL17A1
ENSG00000232470.1	ENSG00000232470
ENSG00000225155.4	TOMM22P5
ENSG00000229272.2	LINC03036
ENSG00000213574.2	LDHAP5
ENSG00000148908.15	RGS10
ENSG00000148848.15	ADAM12
ENSG00000176171.12	BNIP3
ENSG00000130649.10	CYP2E1
ENSG00000276046.1	DUX4L13
ENSG00000142102.16	PGGHG
ENSG00000270972.1	ENSG00000270972
ENSG00000288033.1	ENSG00000288033
ENSG00000185522.9	LMNTD2
ENSG00000254815.6	LMNTD2-AS1
ENSG00000247095.5	MIR210HG
ENSG00000069696.7	DRD4
ENSG00000279672.2	ENSG00000279672
ENSG00000177685.17	CRACR2B
ENSG00000214026.11	MRPL23
ENSG00000226416.3	MRPL23-AS1
ENSG00000240801.1	ENSG00000240801
ENSG00000180176.15	TH
ENSG00000070985.14	TRPM5
ENSG00000053918.20	KCNQ1
ENSG00000201616.1	RNU1-91P
ENSG00000290960.1	ENSG00000290960
ENSG00000290962.1	TRPC2
ENSG00000167311.14	ART5
ENSG00000229368.1	ENSG00000229368
ENSG00000237272.2	OR51R1P
ENSG00000167332.9	OR51E2
ENSG00000175518.8	UBQLNL
ENSG00000248553.1	OR52H2P
ENSG00000233646.1	OR52T1P
ENSG00000267940.1	ENSG00000267940
ENSG00000132259.13	CNGA4
ENSG00000285338.1	ENSG00000285338
ENSG00000255680.1	ENSG00000255680
ENSG00000279486.6	OR2AG1
ENSG00000149054.16	ZNF215
ENSG00000149050.10	ZNF214
ENSG00000170748.7	RBMXL2
ENSG00000175352.12	NRIP3
ENSG00000253973.3	NRIP3-DT
ENSG00000148926.10	ADM
ENSG00000287548.1	ENSG00000287548
ENSG00000254791.1	FAR1-IT1
ENSG00000254720.1	MRGPRX10P
ENSG00000176697.20	BDNF
ENSG00000066382.17	MPPED2
ENSG00000255480.1	ENSG00000255480
ENSG00000255375.3	ENSG00000255375
ENSG00000255133.2	LINC02721
ENSG00000026508.21	CD44
ENSG00000234776.5	FREY1
ENSG00000254871.1	FBLIM1P2
ENSG00000270929.1	SRD5A3P1
ENSG00000133315.12	MACROD1
ENSG00000110011.14	DNAJC4
ENSG00000236935.3	ENSG00000236935
ENSG00000197891.12	SLC22A12
ENSG00000274986.1	MIR6750
ENSG00000068971.14	PPP2R5B
ENSG00000168070.12	MAJIN
ENSG00000293475.1	ENSG00000293475
ENSG00000197847.13	SLC22A20P
ENSG00000245532.11	NEAT1
ENSG00000291174.1	ENSG00000291174
ENSG00000270117.2	ENSG00000270117
ENSG00000285533.4	RELA-DT
ENSG00000175315.3	CST6
ENSG00000174669.12	SLC29A2
ENSG00000250105.1	ENSG00000250105
ENSG00000239553.3	RN7SL12P
ENSG00000172830.13	SSH3
ENSG00000256514.1	ENSG00000256514
ENSG00000175463.12	TBC1D10C
ENSG00000251637.6	LINC02754
ENSG00000132749.11	TESMIN
ENSG00000162105.21	SHANK2
ENSG00000293238.1	ENSG00000293238
ENSG00000228286.3	ENSG00000228286
ENSG00000255672.1	ENSG00000255672
ENSG00000214530.10	STARD10
ENSG00000246211.2	P4HA3-AS1
ENSG00000254933.1	ENSG00000254933
ENSG00000254985.1	RSF1-IT2
ENSG00000255063.1	RBMXP3
ENSG00000255503.1	LINC02951
ENSG00000254502.1	FNTAP1
ENSG00000077616.11	NAALAD2
ENSG00000214376.6	VSTM5
ENSG00000227593.2	PHB1P16
ENSG00000270689.1	BUD13P1
ENSG00000262406.3	MMP12
ENSG00000255350.1	MTCO1P15
ENSG00000254416.6	LINC02732
ENSG00000271584.2	LINC02550
ENSG00000204381.12	LAYN
ENSG00000214264.4	KCTD9P4
ENSG00000250303.6	LINC02762
ENSG00000247416.5	ENSG00000247416
ENSG00000170209.5	ANKK1
ENSG00000166682.13	TMPRSS5
ENSG00000256947.1	ENSG00000256947
ENSG00000255580.1	ENSG00000255580
ENSG00000137731.14	FXYD2
ENSG00000245869.2	ENSG00000245869
ENSG00000172350.10	ABCG4
ENSG00000223953.6	C1QTNF5
ENSG00000255248.11	MIR100HG
ENSG00000254572.2	GLULP3
ENSG00000109944.11	JHY
ENSG00000154134.15	ROBO3
ENSG00000149557.14	FEZ1
ENSG00000288907.2	ENSG00000288907
ENSG00000255027.2	ENSG00000255027
ENSG00000109832.14	DDX25
ENSG00000287666.1	ENSG00000287666
ENSG00000278215.1	ENSG00000278215
ENSG00000245008.4	ENSG00000245008
ENSG00000151704.16	KCNJ1
ENSG00000236616.3	BAK1P2
ENSG00000010379.16	SLC6A13
ENSG00000139044.12	B4GALNT3
ENSG00000111186.13	WNT5B
ENSG00000256721.1	CACNA1C-IT3
ENSG00000224438.3	RPL23AP14
ENSG00000227081.5	RPS27P3
ENSG00000290063.1	ENSG00000290063
ENSG00000286866.1	ENSG00000286866
ENSG00000256417.1	ENSG00000256417
ENSG00000256146.1	ENSG00000256146
ENSG00000047617.18	ANO2
ENSG00000288814.1	ENSG00000288814
ENSG00000293161.1	ENSG00000293161
ENSG00000010626.15	LRRC23
ENSG00000111674.9	ENO2
ENSG00000111679.17	PTPN6
ENSG00000159403.18	C1R
ENSG00000205885.8	C1RL-AS1
ENSG00000249790.3	LINC02972
ENSG00000256069.8	A2MP1
ENSG00000134539.17	KLRD1
ENSG00000060138.13	YBX3
ENSG00000198134.3	PTMAP9
ENSG00000275963.1	ENSG00000275963
ENSG00000256650.1	RERG-IT1
ENSG00000084453.17	SLCO1A2
ENSG00000255750.6	ENSG00000255750
ENSG00000242314.1	RPL12P32
ENSG00000257511.1	ENSG00000257511
ENSG00000018236.15	CNTN1
ENSG00000240759.1	RPS27P21
ENSG00000139173.10	TMEM117
ENSG00000079337.16	RAPGEF3
ENSG00000279840.1	ENSG00000279840
ENSG00000172640.4	OR10AD1
ENSG00000169884.14	WNT10B
ENSG00000181418.8	DDN
ENSG00000135519.8	KCNH3
ENSG00000196876.19	SCN8A
ENSG00000257989.1	ENSG00000257989
ENSG00000170442.12	KRT86
ENSG00000139631.20	CSAD
ENSG00000275488.1	ENSG00000275488
ENSG00000123360.12	PDE1B
ENSG00000258056.3	CD63-AS1
ENSG00000293169.1	ENSG00000293169
ENSG00000175189.4	INHBC
ENSG00000135454.14	B4GALNT1
ENSG00000166896.9	ATP23
ENSG00000111490.15	TBC1D30
ENSG00000090376.11	IRAK3
ENSG00000241765.2	RPS26P45
ENSG00000139292.13	LGR5
ENSG00000288530.1	ENSG00000288530
ENSG00000257604.1	ENSG00000257604
ENSG00000258815.1	LINC02820
ENSG00000293091.1	ENSG00000293091
ENSG00000257943.3	ENSG00000257943
ENSG00000165972.13	CCDC38
ENSG00000287675.1	ENSG00000287675
ENSG00000256870.3	SLC5A8
ENSG00000111727.12	HCFC2
ENSG00000166046.11	TCP11L2
ENSG00000174600.14	CMKLR1
ENSG00000110876.10	SELPLG
ENSG00000166111.10	SVOP
ENSG00000139445.18	FOXN4
ENSG00000110921.14	MVK
ENSG00000111199.12	TRPV4
ENSG00000076513.17	ANKRD13A
ENSG00000174456.16	C12orf76
ENSG00000258011.2	HMGA1P3
ENSG00000122986.14	HVCN1
ENSG00000200688.1	Y_RNA
ENSG00000213152.5	RPL7AP60
ENSG00000135090.14	TAOK3
ENSG00000240342.3	RPS2P5
ENSG00000139767.10	SRRM4
ENSG00000241030.1	RPL29P24
ENSG00000122971.9	ACADS
ENSG00000089041.17	P2RX7
ENSG00000158104.11	HPD
ENSG00000183955.14	KMT5A
ENSG00000150977.11	RILPL2
ENSG00000278112.1	ENSG00000278112
ENSG00000279953.1	ENSG00000279953
ENSG00000060709.17	RIMBP2
ENSG00000256064.1	ENSG00000256064
ENSG00000279905.1	ENSG00000279905
ENSG00000255933.1	ENSG00000255933
ENSG00000279480.1	ENSG00000279480
ENSG00000232888.4	RPS11P5
ENSG00000255919.1	ENSG00000255919
ENSG00000278337.1	ENSG00000278337
ENSG00000224976.2	PARP4P2
ENSG00000238132.2	GOLM2P1
ENSG00000275964.2	ENSG00000275964
ENSG00000165475.15	CRYL1
ENSG00000277040.1	ENSG00000277040
ENSG00000234152.1	ELOBP1
ENSG00000232162.2	USP12-AS1
ENSG00000225039.2	LINC01058
ENSG00000168852.14	TPTE2P5
ENSG00000176268.5	CYCSP34
ENSG00000290464.1	SUGT1P3
ENSG00000281883.1	ENSG00000281883
ENSG00000238086.5	PPP1R26P1
ENSG00000177197.7	PCNPP5
ENSG00000136161.13	RCBTB2
ENSG00000231665.1	OGFOD1P1
ENSG00000102539.5	MLNR
ENSG00000208006.1	MIR16-1
ENSG00000150276.8	PPIAP26
ENSG00000285764.1	ENSG00000285764
ENSG00000235221.3	LINC00383
ENSG00000206922.1	RNU6-80P
ENSG00000214249.3	CTAGE11P
ENSG00000178734.6	LMO7DN
ENSG00000227354.7	RBM26-AS1
ENSG00000282997.1	ENSG00000282997
ENSG00000134864.11	GGACT
ENSG00000272274.5	ARGLU1-DT
ENSG00000139832.5	RAB20
ENSG00000126217.22	MCF2L
ENSG00000183087.15	GAS6
ENSG00000259130.2	ENSG00000259130
ENSG00000232070.9	TMEM253
ENSG00000139890.10	REM2
ENSG00000215256.6	DHRS4-AS1
ENSG00000129467.14	ADCY4
ENSG00000258973.1	ENSG00000258973
ENSG00000258081.4	ENSG00000258081
ENSG00000129521.15	EGLN3
ENSG00000259002.2	ENSG00000259002
ENSG00000258783.1	KRT18P6
ENSG00000286123.1	ENSG00000286123
ENSG00000286099.1	ENSG00000286099
ENSG00000259000.1	DOCK11P1
ENSG00000214900.13	LINC01588
ENSG00000289866.1	ENSG00000289866
ENSG00000258491.2	ZFP64P1
ENSG00000131969.15	ABHD12B
ENSG00000258537.6	FRMD6-AS2
ENSG00000125384.7	PTGER2
ENSG00000285664.2	ENSG00000285664
ENSG00000258872.2	FDPSP3
ENSG00000258469.1	CHMP4BP1
ENSG00000286257.2	ENSG00000286257
ENSG00000258592.1	LINC03059
ENSG00000258553.5	PCNX4-DT
ENSG00000254718.6	ENSG00000254718
ENSG00000179008.9	C14orf39
ENSG00000258952.2	SALRNA1
ENSG00000288802.1	ENSG00000288802
ENSG00000258561.2	ENSG00000258561
ENSG00000271697.1	ENSG00000271697
ENSG00000274666.1	ENSG00000274666
ENSG00000258422.6	ENSG00000258422
ENSG00000293335.1	ADAM21P1
ENSG00000100767.17	PAPLN
ENSG00000258376.2	PAPLN-AS1
ENSG00000258603.5	ENSG00000258603
ENSG00000270140.1	ENSG00000270140
ENSG00000119608.15	PROX2
ENSG00000119699.8	TGFB3
ENSG00000289347.1	ENSG00000289347
ENSG00000100593.18	ISM2
ENSG00000100784.12	RPS6KA5
ENSG00000258875.6	ENSG00000258875
ENSG00000277826.1	ENSG00000277826
ENSG00000258584.2	FAM181A-AS1
ENSG00000247970.3	ENSG00000247970
ENSG00000182218.10	HHIPL1
ENSG00000183092.18	BEGAIN
ENSG00000259031.1	ENSG00000259031
ENSG00000080823.23	MOK
ENSG00000022976.16	ZNF839
ENSG00000184916.9	JAG2
ENSG00000183828.15	NUDT14
ENSG00000182809.11	CRIP2
ENSG00000213145.10	CRIP1
ENSG00000257341.5	ENSG00000257341
ENSG00000258628.1	RHPN2P1
ENSG00000259089.2	GRAMD4P5
ENSG00000276172.2	ELMO2P1
ENSG00000280234.1	ENSG00000280234
ENSG00000289522.1	ENSG00000289522
ENSG00000291258.1	ENSG00000291258
ENSG00000259300.2	TUBBP8
ENSG00000256802.3	LCIIAR
ENSG00000259749.1	NCAPGP2
ENSG00000178115.12	GOLGA8Q
ENSG00000279912.1	ENSG00000279912
ENSG00000260211.2	ENSG00000260211
ENSG00000206127.11	GOLGA8O
ENSG00000259336.1	ENSG00000259336
ENSG00000259639.6	ENSG00000259639
ENSG00000243122.1	ENSG00000243122
ENSG00000248508.10	SRP14-DT
ENSG00000137841.12	PLCB2
ENSG00000259364.1	ENSG00000259364
ENSG00000261183.7	SPINT1-AS1
ENSG00000137825.11	ITPKA
ENSG00000062524.16	LTK
ENSG00000258461.5	ENSG00000258461
ENSG00000092529.26	CAPN3
ENSG00000254793.1	FDPSP4
ENSG00000137857.18	DUOX1
ENSG00000179362.15	HMGN2P46
ENSG00000137875.4	BCL2L10
ENSG00000259738.1	ZNF444P1
ENSG00000273792.1	ENSG00000273792
ENSG00000277351.1	ENSG00000277351
ENSG00000103710.11	RASL12
ENSG00000271232.1	CARS1P1
ENSG00000212766.9	EWSAT1
ENSG00000280515.1	SALRNA2
ENSG00000175202.6	HIGD2B
ENSG00000261801.8	LOXL1-AS1
ENSG00000167178.17	ISLR2
ENSG00000129009.13	ISLR
ENSG00000213578.6	CPLX3
ENSG00000178741.12	COX5A
ENSG00000246877.2	DNM1P35
ENSG00000140368.14	PSTPIP1
ENSG00000199633.1	SNORA63
ENSG00000180953.11	ST20
ENSG00000259417.3	CTXND1
ENSG00000277782.1	ENSG00000277782
ENSG00000259692.6	LINC01418
ENSG00000287872.1	ENSG00000287872
ENSG00000274376.5	ADAMTS7P1
ENSG00000276710.5	CSPG4P10
ENSG00000279758.1	ENSG00000279758
ENSG00000259805.1	ENSG00000259805
ENSG00000140600.17	SH3GL3
ENSG00000259762.1	ENSG00000259762
ENSG00000221634.1	MIR1276
ENSG00000140511.12	HAPLN3
ENSG00000166821.9	PEX11A
ENSG00000140527.15	WDR93
ENSG00000271396.1	ENSG00000271396
ENSG00000166965.13	RCCD1
ENSG00000287000.1	ENSG00000287000
ENSG00000258483.4	LINC02251
ENSG00000293388.1	ENSG00000293388
ENSG00000103852.13	TTC23
ENSG00000183060.16	LYSMD4
ENSG00000259363.6	ENSG00000259363
ENSG00000154227.14	CERS3
ENSG00000248472.9	DDX11L9
ENSG00000185615.16	PDIA2
ENSG00000161992.6	PRR35
ENSG00000257108.2	NHLRC4
ENSG00000172366.20	MCRIP2
ENSG00000007516.15	BAIAP3
ENSG00000279930.1	ENSG00000279930
ENSG00000162040.7	HS3ST6
ENSG00000140988.16	RPS2
ENSG00000167964.13	RAB26
ENSG00000266232.1	MIR3178
ENSG00000279568.1	ENSG00000279568
ENSG00000162076.13	FLYWCH2
ENSG00000261971.9	MMP25-AS1
ENSG00000288935.1	ENSG00000288935
ENSG00000217930.8	PAM16
ENSG00000261481.1	CARHSP1-DT
ENSG00000185338.7	SOCS1
ENSG00000069764.10	PLA2G10
ENSG00000263335.1	ENSG00000263335
ENSG00000091262.17	ABCC6
ENSG00000214940.9	NPIPA8
ENSG00000260430.2	ENSG00000260430
ENSG00000260762.1	ACSM5P1
ENSG00000158482.10	SNX29P1
ENSG00000261596.2	ENSG00000261596
ENSG00000183921.8	SDR42E2
ENSG00000260255.1	ENSG00000260255
ENSG00000278725.1	ENSG00000278725
ENSG00000196502.15	SULT1A1
ENSG00000289755.1	ENSG00000289755
ENSG00000293550.1	ENSG00000293550
ENSG00000289080.1	ENSG00000289080
ENSG00000198106.8	ENSG00000198106
ENSG00000290680.1	ENSG00000290680
ENSG00000167371.21	PRRT2
ENSG00000280893.1	ENSG00000280893
ENSG00000090238.12	YPEL3
ENSG00000275371.1	ENSG00000275371
ENSG00000261052.6	SULT1A3
ENSG00000260219.4	CD2BP2-DT
ENSG00000180096.13	SEPTIN1
ENSG00000156858.12	PRR14
ENSG00000252074.1	RNU6-416P
ENSG00000103490.14	PYCARD
ENSG00000261475.3	LINC02190
ENSG00000260047.2	BCAP31P2
ENSG00000290985.1	SLC6A10P
ENSG00000214614.3	ENSG00000214614
ENSG00000261217.2	BCAP31P1
ENSG00000275155.1	ENSG00000275155
ENSG00000260031.1	RPL10P14
ENSG00000246379.9	GNAO1-DT
ENSG00000261270.1	ENSG00000261270
ENSG00000102970.11	CCL17
ENSG00000261310.1	ENSG00000261310
ENSG00000260834.2	ENSG00000260834
ENSG00000249961.10	TERB1
ENSG00000196155.13	PLEKHG4
ENSG00000159714.12	ZDHHC1
ENSG00000176387.7	HSD11B2
ENSG00000213398.8	LCAT
ENSG00000275383.1	ENSG00000275383
ENSG00000244378.2	RPS2P45
ENSG00000102984.15	ZNF821
ENSG00000260471.1	PPIAP49
ENSG00000166848.7	TERF2IP
ENSG00000284484.1	CPHXL2
ENSG00000226348.1	VN2R10P
ENSG00000140876.11	NUDT7
ENSG00000277954.1	ENSG00000277954
ENSG00000279294.1	ENSG00000279294
ENSG00000103175.11	WFDC1
ENSG00000064270.13	ATP2C2
ENSG00000279622.2	ENSG00000279622
ENSG00000154102.11	C16orf74
ENSG00000287125.1	ENSG00000287125
ENSG00000260456.7	C16orf95
ENSG00000280419.1	ENSG00000280419
ENSG00000270006.4	C16orf95-DT
ENSG00000260420.3	LINC02182
ENSG00000167508.12	MVD
ENSG00000185669.6	SNAI3
ENSG00000261226.1	ENSG00000261226
ENSG00000205015.1	LINC02138
ENSG00000259803.8	SLC22A31
ENSG00000287351.1	ENSG00000287351
ENSG00000204991.11	SPIRE2
ENSG00000261172.1	ENSG00000261172
ENSG00000231784.9	DBIL5P
ENSG00000167705.12	RILP
ENSG00000185561.10	TLCD2
ENSG00000185924.7	RTN4RL1
ENSG00000262456.1	ENSG00000262456
ENSG00000132517.15	SLC52A1
ENSG00000262693.1	ZFP3-DT
ENSG00000091592.17	NLRP1
ENSG00000286190.2	ENSG00000286190
ENSG00000170291.16	ELP5
ENSG00000262481.5	TMEM256-PLSCR3
ENSG00000272884.1	ENSG00000272884
ENSG00000170175.11	CHRNB1
ENSG00000167874.7	TMEM88
ENSG00000179111.9	HES7
ENSG00000187824.9	TMEM220
ENSG00000293151.1	ENSG00000293151
ENSG00000263400.8	TMEM220-AS1
ENSG00000233670.7	PIRT
ENSG00000226478.3	UPF3AP1
ENSG00000205309.14	NT5M
ENSG00000108551.5	RASD1
ENSG00000279825.1	ENSG00000279825
ENSG00000290430.1	ENSG00000290430
ENSG00000291074.1	CCDC144NL
ENSG00000244582.2	RPL21P120
ENSG00000266728.5	ENSG00000266728
ENSG00000266202.1	ENSG00000266202
ENSG00000232859.10	LYRM9
ENSG00000108255.8	CRYBA1
ENSG00000167549.19	CORO6
ENSG00000176927.16	EFCAB5
ENSG00000108576.10	SLC6A4
ENSG00000290395.1	ENSG00000290395
ENSG00000248121.9	SMURF2P1
ENSG00000264943.1	SH3GL1P2
ENSG00000242439.1	ENSG00000242439
ENSG00000291063.1	ENSG00000291063
ENSG00000172301.11	COPRS
ENSG00000278867.1	ENSG00000278867
ENSG00000280245.1	ENSG00000280245
ENSG00000266599.1	ENSG00000266599
ENSG00000267648.1	ENSG00000267648
ENSG00000293240.1	ENSG00000293240
ENSG00000271013.1	LRRC37A9P
ENSG00000277632.2	CCL3
ENSG00000276085.1	CCL3L3
ENSG00000276715.5	YWHAEP7
ENSG00000277363.5	SRCIN1
ENSG00000266588.1	ENSG00000266588
ENSG00000141750.7	STAC2
ENSG00000293195.1	ENSG00000293195
ENSG00000278918.1	ENSG00000278918
ENSG00000183153.7	GJD3
ENSG00000266208.1	GJD3-AS1
ENSG00000252618.1	RNA5SP441
ENSG00000141753.7	IGFBP4
ENSG00000186395.9	KRT10
ENSG00000108244.17	KRT23
ENSG00000128422.18	KRT17
ENSG00000267221.3	C17orf113
ENSG00000108771.13	DHX58
ENSG00000260325.2	HSPB9
ENSG00000167925.17	GHDC
ENSG00000197291.9	RAMP2-AS1
ENSG00000260105.7	AOC4P
ENSG00000274585.1	RNU2-1
ENSG00000005102.14	MEOX1
ENSG00000260793.4	ATXN7L3-AS1
ENSG00000005961.19	ITGA2B
ENSG00000267160.1	ENSG00000267160
ENSG00000073670.14	ADAM11
ENSG00000131094.4	C1QL1
ENSG00000186834.4	HEXIM1
ENSG00000184922.15	FMNL1
ENSG00000006062.18	MAP3K14
ENSG00000267246.1	ENSG00000267246
ENSG00000265547.1	ENSG00000265547
ENSG00000179673.5	RPRML
ENSG00000261872.1	ENSG00000261872
ENSG00000198336.9	MYL4
ENSG00000259207.10	ITGB3
ENSG00000263293.3	EFCAB13-DT
ENSG00000005243.10	COPZ2
ENSG00000253730.1	ENSG00000253730
ENSG00000136444.10	RSAD1
ENSG00000049283.19	EPN3
ENSG00000250107.1	CACNA1G-AS1
ENSG00000251665.1	ENSG00000251665
ENSG00000262298.1	ENSG00000262298
ENSG00000280028.1	ENSG00000280028
ENSG00000278642.1	ENSG00000278642
ENSG00000175155.11	YPEL2
ENSG00000266002.1	ENSG00000266002
ENSG00000267280.6	TBX2-AS1
ENSG00000274565.1	ENSG00000274565
ENSG00000265262.1	TRMT112P3
ENSG00000271749.1	ENSG00000271749
ENSG00000008283.16	CYB561
ENSG00000159640.17	ACE
ENSG00000178607.17	ERN1
ENSG00000214176.12	PLEKHM1P1
ENSG00000291140.1	AMZ2P1
ENSG00000266473.1	HELZ-AS1
ENSG00000108950.12	FAM20A
ENSG00000154265.16	ABCA5
ENSG00000260785.2	CASC17
ENSG00000228639.9	ROCR
ENSG00000256124.6	LINC01152
ENSG00000288605.1	ENSG00000288605
ENSG00000226101.2	LINC02097
ENSG00000204347.4	BTBD17
ENSG00000167851.15	CD300A
ENSG00000182040.9	USH1G
ENSG00000170190.16	SLC16A5
ENSG00000125458.7	NT5C
ENSG00000108479.13	GALK1
ENSG00000129654.8	FOXJ1
ENSG00000267376.1	ATP5MGP6
ENSG00000277382.1	ENSG00000277382
ENSG00000267016.1	ENSG00000267016
ENSG00000187997.12	C17orf99
ENSG00000267679.1	EIF5AP2
ENSG00000184557.4	SOCS3
ENSG00000243870.3	RN7SL236P
ENSG00000141543.12	EIF4A3
ENSG00000279259.1	ENSG00000279259
ENSG00000262580.5	ENSG00000262580
