Supplementary table 2_3: Pearson correlation results of N-RNA			
AC130456.2	CMAS	AC134772.1	TAZ
CHRND	AZGP1P2	LGMNP1	TRABD2A
GABPB1-IT1	AC025178.2	AL139811.2	ST14
ADGRL3-AS1	ASL	AC006028.1	AC010530.1
SMYD3	CCNC	MIR198	NAV2-AS1
EGFL8	AL121578.2	GJD3	AC004846.2
ABBA01010928.1	COX17	PRH1	AL161431.1
RANBP10	WDR36	AL139158.1	SMOC2
ALKBH7	AP000356.2	AC131571.1	LINC02615
RN7SL771P	SLC25A26	EPS8	AC003688.2
CAMK1G	AC002480.2	AL606834.2	SHMT1
GSTM3	AL139020.1	AC010336.4	ZFYVE26
HLA-E	SYN2	EEF1D	AC009446.1
RING1	NDEL1	SFT2D2	AL353804.1
AP001528.1	AC027237.2	AC139769.2	GHRLOS
PKIG	AC013565.1	AC025766.1	AC136604.2
AC092171.1	MIR103B2	AC007849.1	WIPI2
SGF29	AL450263.1	RPS4XP11	FAM217A
GANC	AC120057.4	EYA3	AC015983.2
EEF1A1P26	GJA5	CHD1	KCNQ1-AS1
WDTC1	AC100830.1	LINC01213	FAM215B
CPB2	AC023302.2	MRPL30	NECTIN3
AC080080.1	TMEM78	UBE2J1	AC131953.2
RP9P	FJX1	COL4A2	ESX1
AL590635.1	AC087721.1	COL4A2-AS1	AC007527.2
DCLK3	TMEM210	HNRNPA1P35	SPEG
MXD4	GLYATL1	SEC24B-AS1	FGF16
AL133238.1	AC093535.2	MED4-AS1	AP003392.6
DCDC1	EHD2	TTF1	AC090527.4
FUT11	AC044810.2	AC004594.1	SNORD37
AP004607.3	TUFT1	RPS9	FBXO25
PCSK9	AC098869.2	DYRK3	AC127520.1
WBP1L	SUMF1	EFNA5	AL391845.2
GSDME	AC016394.3	KLHDC8A	HES3
RMDN1	H2AC6	FKBP7	TERF1P3
NIPBL-DT	SNORD116-20	AL353662.2	DMXL1
AL020996.2	SCLY	LINC02240	AC126614.1
E2F6	AC024610.2	RPLP1	PUM1
COMMD6	LINC02593	GALNT2	AC137932.1
RPL29P11	CCDC144A	AC009630.2	AC139783.1
AC092506.1	AC245100.7	CEBPE	AL049839.2
AL158136.1	WDR12	HILPDA	WRBP1
GNG12-AS1	MIR4258	SMCR2	AC005609.2
AC008808.2	AC133961.1	LINC00334	AC026412.1
SIRT3	PILRB	PIGC	C1orf216
ARPIN	FGFBP2	ZFHX4	OLFML3
AL137857.1	DNAJC21	RPL31	AC008434.1
INSYN1	TAS2R38	GAPDHP35	AC090617.10
AC087623.2	ZNF883	SRP14-AS1	OTUD1
FZD4	AC005520.2	SNX12	AL513523.6
MCTS1	CASC19	HNRNPA1P26	IGHMBP2
GTF2IP1	GSTA8P	LCA5L	CYP26A1
AC116049.2	PA2G4P3	CNTFR-AS1	PNRC1
FAM229B	ZNF107	AC010655.2	AC093864.1
SLC9A9	AP003057.1	SYT9	AC124312.1
AC010342.1	AL591543.1	CTBP2P10	ACAA2
AC097658.2	MIR1914	AC105391.1	HPN
CISH	LINC02415	SESTD1	HPDL
TSPOAP1-AS1	AC073172.1	AL161757.1	OSTF1
RADIL	APOBEC3A	PDP1	ATP6V0A1
IK	TUBB8B	AC044787.1	PSMC1P7
AC125807.1	METTL7B	YWHAE	AC006994.1
SH3BP5L	AP005482.4	LNP1	AC124944.3
WSB1	STX16	VPS26A	BX842568.3
UFSP2	FGF13-AS1	AC027796.3	CARNS1
CNPPD1	MTBP	CFL1P3	DGAT2
BAZ1B	AC103876.1	MOV10	SNRPGP3
LINC02693	AL359771.1	JARID2-AS1	LINC00514
ZNF70	AR	NECTIN2	TRIM45
CNTNAP3B	AC012615.6	AC244517.11	KLHL36
YPEL2	TMA16	MRPS14	AC012317.2
BX649632.1	IL20RB-AS1	RPL19	CFP
HES4	ELP2	RCN1	ERVH48-1
LRRC37A5P	TMEM229A	AC027104.1	NKIRAS2
AC024940.3	SHE	SLK	AC092162.2
NKIRAS1	ZNF197-AS1	LLGL1	UBALD2
SNORD118	ANKRD62	AC106707.1	RET
AL450998.2	AC116348.4	PDE10A	IRF2BPL
ASGR1	LACTB2-AS1	RPL5P3	NOM1
CTNNBL1	ATP1B1	AC130472.1	SRRM2
ANKRD13A	RNU6-155P	AC034102.5	AC124312.2
RPL21P16	LINC02136	ANP32A	UBE4A
TBL2	AC156455.1	RPL24	GFY
ATXN10	TEK	AC012354.1	STEAP2
SPA17P1	SUN1	AL117350.1	AC010501.2
IFI27L2	AL159169.3	TAF7	SYN3
NCS1	UBE2Q2	GLUL	C5orf46
AC073195.2	MYO15B	ZPLD1	AL021807.1
GNG10	TRRAP	SEL1L2	AL132709.7
ZNF768	KCNAB1	PPIAP87	AC008760.2
RPS14	RN7SL665P	AC087163.2	RAMP2-AS1
AC053527.2	POLE	AC084824.6	EWSAT1
GLDC	ZAR1L	RHOA	KLK11
NTRK1	HCK	CYB5R4	PPFIBP2
GPR161	NCF1C	AC016739.1	RAB7A
AC100810.1	AL135784.1	RPL32	WDR87
ETHE1	ITPRID1	FAM192BP	RNF225
CCDC160	FP565260.3	RPL36AP43	ZDHHC11
CYP3A43	QSOX1	AC013472.2	FURIN
ABCC9	AL450487.1	BLOC1S5-TXNDC5	PTGDR
AC032011.1	MYH6	PPA1	AL450992.2
ISY1	AC100821.2	AL359233.1	JMJD7-PLA2G4B
LINC02649	CLIC4P3	METTL2A	CDH3
MGAT5	TDRD7	ABCC6P1	AC091544.4
ARMCX1	AC010809.2	RPL14P3	IGF1R
MYOM2	TMEM170A	KBTBD11-OT1	ESRP2
CRISPLD1	MIR3663	AP001056.2	LINC01206
AC093158.1	DDX11	SRSF9P1	SLC2A5
ABITRAM	AC015911.4	RABGEF1	LINC00428
MTNR1A	AP003025.1	FUNDC2	ZNF707
TRAF3	SEPHS1P4	AC007014.2	BCR
AC105942.1	C6orf163	TXNDC5	TGFB1I1
IFT140	KMT2D	TMEM167B	AC016737.1
AL133523.1	AL353693.1	ICE2P2	AC005753.1
AC092725.1	AC011455.6	MIR4740	AC020911.2
NEIL2	AC073310.1	AL355994.2	POLR3GP2
OAF	OR7E14P	SNORD25	CTBP2
PRAF2	AC020916.2	AC002985.1	OSBP
RAD9B	ZNRF1	SMPD4P2	AC009097.2
PCDHGA6	CLEC4O	RPL24P4	SPIN3
GMEB2	AC093535.1	AC104472.1	PAH
ANKRD6	AC004974.1	SLBP	AC099668.1
STIM1	CFHR3	SRSF12	AC092171.2
ACACA	KLK5	MCUB	UBE2Q2P2
RPL13AP25	ACOT13	SLC25A3	HCFC1R1
AC034236.2	PSD2-AS1	AL662797.2	OR5H6
AL035252.5	CEBPZOS	PCBP2-OT1	PPM1N
AL135925.1	AL512590.3	ST3GAL4	SYNGAP1-AS1
VEZF1	MIR4435-2HG	SNW1	MT-CYB
LINC02246	AL391422.4	FAH	ANO1-AS1
ELAVL1	OCEL1	RPL21	GRHL2
DET1	NUP43	RPL22P1	AC116025.1
STK40	AC092802.4	APAF1	AL355916.3
ATRNL1	AOX1	TSPAN6	SNORD116-26
AC010442.1	BNIP3P18	ACAN	VPS54
AL136141.1	AC139769.3	AC092079.2	CD99P1
FADS2	CRYM	RPS24	AL355870.1
PRR14	AKNA	RMND1	NR5A2
ILF3-DT	LRRTM4	CHRNA5	ANXA9
AC110285.1	CLDN3	LINC00672	GPR50
EMC1-AS1	RASIP1	PROK2	ETNK1
AC005014.4	TREML1	PLD2	AC020978.4
HMGCL	ZNF146	CDC5L	PCDHA12
THSD7B	PLEKHF1	LXN	USHBP1
MORF4	AP003550.1	AC002550.2	Z99127.2
LINC01300	PTPRU	AC105942.1	SCG3
RPS3AP47	RNU6-1201P	TUBB	LINC01508
IGBP1	AC011503.3	AC018697.1	AL121924.1
TMEM219	KIF1C	RPS15AP24	AC004263.2
AC021188.1	AL607028.1	RP9	GRIK5
AL096701.3	TCF23	CMTM3	LINC00315
SOD1	L3MBTL4	GLO1	SLC44A1
SNCG	SOCS4	PDE5A	FAHD2CP
SATB2	AC091891.1	AC093591.1	PDXK
MEX3B	FBXO30	FNDC3A	ANKZF1
C14orf93	SNAI3	AC104984.2	MIR4639
ADCK2	PCOLCE2	CTSL	ADCY4
DYRK3	CDK7	ATP5MC2P3	TEC
AC105094.2	FAXC	LINC01385	AL669831.3
AC005052.1	HLA-A	STBD1	GNPTAB
CEP63	AC016292.1	GPATCH11	IVNS1ABP
RAB28P5	AC079781.5	GINS4	JCAD
GLIS3	AC009081.1	VHL	RPARP-AS1
FOXQ1	MCM3AP-AS1	NDRG3	LINC00937
AC110285.6	RSPH6A	SEPTIN7P7	AC078962.2
AC007608.1	TREM2	AL355472.1	SUSD3
AP002991.2	TDH	DDX50	AL034422.1
ZNF250	BRCA2	NECAP2	EEF1AKMT4
PCDHGC4	AC005829.2	IQCC	TMEM214
TTC12	MSL3P1	ELAVL1	TMEM158
UBA1	GTF2H2	DENND5B-AS1	AL031005.2
SOX6	AC091832.1	AC243919.1	LINC02041
BCL7A	LINC01950	AOAH	PHLPP2
PSTPIP2	RN7SL246P	H2AZ1-DT	RPS10P5
AL031963.3	TSPAN2	RPS18P6	KLHL42
FEZF2	FAM172BP	CTBP1-DT	SPTSSB
AC012065.4	ACMSD	IFT52	SEC14L5
DLL4	POLR3GP1	ST20-AS1	TSC1
C10orf71	AC092436.1	LINC02067	FAM110C
MBIP	ZNF121	SFMBT1	CTAGE7P
AC004801.1	BNIP3P5	RPL26P3	NR2C2
SERPINB6	GOLGA8B	DCTD	AL359183.1
ENPP2	TOPORS	AC096922.1	AC008013.4
LINC01023	BRMS1L	RN7SKP264	MYO7A
KLF10	GPHA2	CAPN2	TNFAIP8L3
STOX1	AL353770.3	TBC1D30	PARP12
AMZ2P1	MANBA	AC069213.3	TBXT
ZNF593	GTF2E1	THG1L	SNHG14
ARL2BPP4	AC091214.1	TMED10P1	LRG1
EZH2	UBE2Z	AC093536.1	ZNF875
CPLANE2	AL353572.4	CDH2	AL353597.1
LRP4-AS1	ATP2C2-AS1	HDAC9	AC107294.4
ROPN1B	ASH2L	LINC00437	GP9
HNRNPA1P62	TEN1	OLA1	FANCA
AC093620.1	AC023906.4	RPL3P1	SLC12A6
SYDE1	MTCO3P12	RPS26	TMEM125
AF287957.1	CATIP-AS1	FRMD6-AS1	SIRT5
PHB2	IGFLR1	RPL35P2	AL365226.1
BMF-AS1	ME1	RPSAP58	AL357033.4
AL162713.1	MIR6516	LRRC8C-DT	TNNT2
C1orf54	ODF3L2	AC110015.1	AL355315.1
RBMS2P1	AC074367.2	EBAG9	AC147651.1
PAQR9-AS1	GPBP1L1	AC008026.2	RMDN2
HECW2	AC022558.1	AC115102.1	GDPD4
ZNF521	FNDC1	ZNF136	AC108676.1
IER3IP1	AL161431.1	PLEKHH1	ITFG2-AS1
CAPN5	CCM2L	COTL1	SFMBT2
AL022393.1	RAX2	AC091133.7	EPCAM
CCDC140	RASL11A	RPL10P1	COX6B2
C17orf64	EIF5B	TP53BP2	TNS4
ARMCX3	PRR14L	ELP6	AC007991.2
ZFAND3	PLEKHM3	LEMD1-AS1	AC145676.1
AP000426.1	AC068050.1	DLK2	ITPR3
BAALC-AS2	AC080112.1	FAM47E-STBD1	RABGAP1L-IT1
MIR1-1HG-AS1	HAMP	MIR5088	SELENOP
TIGD6	MINPP1	AL355001.2	EZR
SH3BGRL3	AP001150.1	SAMD12	HLA-DOB
FAM167A	MAGEA11	PAX3	MAST4-AS1
UNC119	CERT1	SUMO2P1	YPEL3
AC025165.2	SERPINA10	COPS2	PIK3IP1
RPL29	FIRRE	CNTN4	AC069281.2
ZBTB10	ZNF793	GMPR2	GATB
MMRN1	FGF21	BOC	CLDN9
CFAP57	KRT18P16	RPS7P10	NPC1L1
C10orf143	ARL4AP2	AC002558.3	TRBV20-1
DAP3	ADCY1	FPGT-TNNI3K	TPPP2
NDN	AC004494.1	RBIS	MINCR
LINC00900	LAMB3	ESD	DBIL5P
GDF7	AC008687.8	AC093865.1	PTMAP12
VPS13B-DT	AC005538.2	HPF1	AC104257.1
STRIP1	Z69666.1	C7orf61	ZCCHC2
AC018563.2	TMEM265	EEF1A1P16	CCDC3
NR2E1	OASL	WNT5B	LYSMD3
LINC00958	ZNF878	ADAM17	AC068831.2
AL513217.1	PGA5	AL118558.2	AC092611.1
ARX	IQCA1	CAMK1	CADM2
AC133644.1	PLCB3	SMTNL1	CICP3
AL049873.1	RN7SL23P	METTL2B	AC067942.2
ANKRD46	AMN	TPI1	LINC00412
AC013489.1	CLEC2A	RHNO1	ZNF18
ATP6V0E2	NR3C1	FAUP1	ISCA1P1
MIR3654	AC005089.1	PUDP	SC5D
ST7-AS1	ATL2	AC073529.1	AC116049.1
LINC01301	AC100830.3	AC026898.1	LHX8
OST4	MSS51	CCDC137P	ANKDD1A
THA1P	LINC01205	AC009951.6	OR7E12P
LINC00511	WDHD1	RPS4X	ACSS2
RXYLT1	MOSMO	AC092670.1	MIR661
HINT2	ASNS	AL591034.1	AL022337.1
SH3BGRL	SALL3	PIR	LINC00173
HNRNPA1P58	RNU6-199P	ABHD12	AC080023.1
Z95115.1	AC009133.6	AL031714.1	AC091493.1
YAP1	LINC00635	SCMH1	Z83843.1
ABCB9	AL355347.1	PPP2R5C	AC245096.1
FAM78B	HELZ	AC093159.1	TFE3
PTGES	ZBTB24	AL136988.1	AL451164.2
GNRHR2	PRICKLE2-AS1	FAM210CP	TEDDM1
ELMO2	AC118344.4	PNRC2	AL355490.3
ERF	R3HDM4	IST1	WIPI1
EID1	LINC01231	AC067930.1	AL121832.3
CYP26B1	AC096649.1	AC079174.2	AL160171.1
APAF1	CHST12	HUNK	NTS
IGF2	LINC00661	RPLP2	PCDHGB9P
PLAGL2	RNU6-558P	PPA2	MUC3A
SRRM5	MFHAS1	AL355309.1	AC015908.3
RSRC1	SLC38A9	RPS3P6	RHOQ
RTL8A	ZGRF1	RCN1P1	NIPAL1
SEMA3D	PRDM1	C15orf40	RYR1
CLCN3	ZNF33B	AP000942.2	S100A10
AC027277.1	DHX58	PTRHD1	INPP5D
ZNF214	KIF23	TEX30	FAM96AP2
TM4SF19-TCTEX1D2	AC016588.1	RPL18AP3	CD24
EDNRA	GRIK4	GYG1P1	PPM1B
AC079313.2	HCG4P8	ZFHX3	AC012254.1
AL356234.3	ZBTB44	OTULIN	AL662907.2
SPOP	AC097376.2	MAPRE1	AC018693.1
VIPAS39	OR56A4	SUN5	USP43
CALHM5	AC022706.1	STX2	NT5C2
PFKFB3	LPGAT1-AS1	OTX1	PCLO
AC073389.1	AC011487.4	ZDHHC7	RN7SL530P
LINC02487	AC117503.5	NT5C3B	SDK1
TUSC3	RDH12	SOX21	AL137003.1
TSPAN3	AC084121.3	GGPS1	AC004830.2
AC242842.2	AC025031.4	CBX1P1	LINC01543
ITPRID2	AC007191.1	AC083805.2	BPTFP1
PDCD7	HCFC1R1	JKAMP	KIAA1614
MAN1B1	AC138409.1	AC067930.5	ATP6V0D2
AC104561.3	HIF1A-AS1	AL161636.2	AC007686.3
MAGEF1	LINC00299	RPS24P7	ADCY10P1
SMPDL3A	EWSAT1	MTPN	BPIFB4
LINC02637	AC006487.2	GRP	AC009148.1
PBX2P1	SLC19A3	KLHL8	AC009878.1
DCP1A	FOXB2	RPL10AP6	MFSD6L
AC063948.1	RPS12P31	ACTG1P24	TMEM220-AS1
CAMTA1-IT1	SMYD1	NANOGNBP3	CENPVL2
PARP11	AL359183.1	FAM50A	TYW1B
ATP8A1	AL355836.3	NRG3	STK38
U47924.2	AL442663.2	RPS9P1	AL359510.2
HSD17B8	ZIC5	AC099518.5	HORMAD2-AS1
AF279873.2	ARMC8	AC009245.1	DAZL
AC061975.5	PDHX	RFLNB	C2orf88
GIHCG	AC000120.2	TADA3	SERPINA2
PGM1	AC011476.2	PRELP	LRP1
AGAP3	Z98885.1	KIRREL1	CAMSAP3
VPS28	MIPOL1	PHACTR4	FAM120C
TNFRSF1B	FAM151A	AC008067.1	CRB3
AC114940.1	SNORD58A	AL022718.1	AC093827.4
KLLN	TMEM74B	RIMBP3C	GRIK3
SPECC1P2	RIMKLB	PLA2G5	MTCP1
AL353586.1	OR2B6	AL118516.1	DNMT3B
ODF2	SLC25A18	DEFB124	MIR302D
AL121603.2	AC011840.1	AC005884.2	ZNF663P
SNAI2	AL096828.3	MAML2	ADM5
MMAA	AC068858.1	AC019181.1	LINC01612
AC079921.1	AL162431.1	RPL23AP37	AP001407.1
SORCS3	C1S	AC011495.1	MIR302C
NAB2	AC138028.5	RPL21P16	GLRA3
AL121900.1	ATAD3C	AL117336.1	GAL
NRCAM	LINC01398	RPL7P39	AP001271.1
MPRIP	ANK3-DT	NMNAT1P5	MRGPRG-AS1
CCDC121	POLR3E	GREB1	WDR7-OT1
AC005520.3	PLSCR2	AC104083.1	FMNL1
FHL1	AC022210.2	AC008481.2	SLC22A31
RPL23P2	Z97192.1	ZHX1	FRRS1
CUEDC1	TPSB2	AL137060.4	SLC25A45
RPL13	PBOV1	MTCH1	PCED1B
DENND5B-AS1	RN7SL502P	RPS6KA3	ABHD5
CDH20	WASHC2A	RPA1	LRRC71
CLEC19A	GDPD4	ATP5MC2	AL035443.1
COMMD3-BMI1	FUOM	ZSCAN12	HAPLN4
KCTD17	PIEZO1P2	RPLP0P2	RXFP3
TMEM106C	RNU6-824P	SLITRK5	DCAF8L1
AL117339.5	ENO1P3	CENPV	AC009486.1
AL096870.10	AL591742.2	CLCC1	IFITM1
PDE4DIPP1	GAS8	AL136038.5	ESRP1
FBXO7	KRT8P35	NRG2	LAD1
LINC02370	AC097065.1	VAMP3	ATP2A3
NBAS	RN7SL526P	COPZ1	PLEC
AC079298.3	INTS13	ZNF799	Z83844.1
SULT1C4	TPSG1	FAM149B1	PASK
ANKH	MICAL2	RPL31P63	AC135048.4
MAGED2	ERICD	LINC01414	CATSPER2
MECP2	AC006262.1	NMNAT1	RASAL1
TUBB4AP1	SCLT1	STK38L	ABTB1
BORCS7-ASMT	NUFIP2	ZNF277	AHSP
ZSWIM6	AL353625.1	LRRC49	PCDHA7
AP003119.1	SETX	COL2A1	B3GALT1-AS1
COMMD3	ELFN2	PITPNA	SNORA47
RBM26-AS1	ZNF544	EEF1A1P7	AC016168.4
RAB40C	AC020978.6	DOK5	RASSF3
AC027031.2	AC020978.8	TMEM31	RAD51-AS1
AC104389.5	TRAF5	RPL5P1	AL132712.1
TTC30B	RTEL1P1	AC022018.1	LINC01535
GABBR2	WWC1	AC055860.1	SOWAHD
OLIG2	MGAT5B	WAKMAR2	SORCS3
COL4A6	AL034399.2	CERK	AC011483.2
SLN	AC007491.1	MAPRE1P1	BATF2
LINC00653	SEMA4C	AP001318.1	AC130467.1
RPL13AP6	ADGRV1	GRIP1	XYLT2
AC026304.1	HELLS	SARNP	AL121827.2
TCTN1	C1QL1	RNASET2	LINC02262
COL22A1	AP002907.1	AL513128.2	TMEM131
AC112656.1	CXCL11	PSEN1	IFITM2
C5orf66	AC073648.6	RPL27AP5	AC079880.2
AC006027.1	CYTIP	AP001189.5	HSH2D
KDM3A	ANPEP	SEC22A	LEMD3
DCXR	HPD	RPL34P18	SYT7
PHF19	SLITRK3	TGFBR1	ICAM5
TUBBP9	DESI2	MPST	TBC1D2
ARMCX5-GPRASP2	AL049795.2	KCNK10	ARHGAP36
MMEL1-AS1	POU3F1	KLF3	NPR1
AC120057.3	AC073575.4	AC026362.1	AC027544.3
A1BG	AC018695.9	ZNF75A	MRNIP
AC018647.2	AL024495.1	AC007365.2	LIMD1-AS1
AL354707.1	AC092865.3	AC010884.1	BRAT1
MEF2C	MRPS16P1	RPS2P55	AC009078.3
ACTR1A	KLK11	AL139106.1	FAM3B
AC008914.1	AC098934.2	CNP	KDF1
FAM110A	AC012354.1	PKP1	ZNF236
SRSF4	AC130709.1	AC010422.3	STAT3
RXYLT1-AS1	HIGD1AP10	DNAJC14	C2CD4D
LMOD1	MYL2	C4orf3	PRKCG
ZNF703	RPL27P12	ZNF521	C1QL2
AP005061.2	PPP6R2P1	RPSAP12	XPO6
ZNF2	SPDYE3	RPS21	AC090398.2
PPIL4	NPAP1L	AC122718.1	NBEAL2
NOP9	RHOXF1P2	ANP32AP1	ENAM
UAP1	CYP2D8P	RPL5P17	CTR9
GUK1	STAT5A	UBE2I	AC004485.1
CNP	S100Z	AC137695.2	SNAI1
SMAD1-AS1	IARS1	PIK3R3	UHRF2
WDR54	KIAA1217	LINC01011	AP1G2
LRFN1	PROCA1	AC084880.1	CD80
PLD6	SNX16	RPL30P4	PDE4DIPP1
MFSD14A	RPL31P58	AL354707.2	AC053503.6
RPL5P23	MYO6	EPHA2	HAPLN3
MEIS3P2	AC103810.1	AP003390.1	FLT3
ZEB1-AS1	AL121888.1	TLE4	AC090607.1
MIR4500HG	AL772284.1	GCNT1	PDZD8
MYCL-AS1	IZUMO1R	PGM2	KRT18P63
ACOX3	RNU6-642P	AC093620.1	TAC4
CTSB	SACS-AS1	SS18L2P1	FXYD1
IQCK	IL37	BLMH	AL031731.1
MAP3K1	QTRT1P1	AC007620.2	ASTL
SUPT3H	AP006621.5	AL355388.2	HRH2
NRIP3	C12orf45	RAB4A	AL161646.1
VTN	GFRA4	SP8	AC006023.1
C1orf50	AC126544.2	ADAMTS20	DHX34
DIRC3	AC008735.1	LINC01763	OR5H2
UMAD1	PISD	AL445465.1	ARHGEF16
TIFAB	AC092490.1	AC005324.4	KIF13A
KIAA1841	GOLGA2P8	AC010605.1	RAB11FIP5
AC213203.4	AFF1	UNC119	AC020907.5
ST6GAL2	SNHG26	AC020558.3	CYP2S1
AC097499.1	AC073174.1	VGLL1	REPS2
SP8	AC016587.1	ANO5	GRIN2B
FANCC	AC012615.4	GPR87	FAM98C
AC005670.3	AC010507.2	BMP3	HAND1
MORN1	OIP5-AS1	GAPDHP1	MIR638
MCRIP1	AC136431.2	CCDC82	DNAH17-AS1
AC027287.2	AL118522.1	RBAKDN	PACSIN3
LINC02453	ATP6V0E1P3	AL354794.1	PRKD2
SRP14	AP000708.1	MTCO3P11	IL32
USP6NL	ACOT4	RPS15A	TBC1D23
AC073508.3	XPOT	VPS29	ZDHHC23
RILPL1	ZNF813	REEP2	ERG
TTC28-AS1	ZNF141	METTL24	AL031289.2
TMEM97	NPAP1	ANKRD18DP	SLC6A11
AP002414.4	TGFB2-AS1	LRRC1	TAS2R6P
CCDC142	EXOSC5	SELENOW	OXTR
SEC24B-AS1	RAD50	GGA2	EIF4E1B
AP1M1	AC023830.2	FBXO5	AC012443.2
SYT4	MST1R	ZNF816	PCDHA10
CUL4B	AC106796.1	RBP4	AGMAT
OLFM3	ZNF397	DGUOK	RN7SL258P
MAP4K3-DT	DIAPH1	TMSB15B-AS1	AC104117.4
KLHL40	AC006557.3	IFNGR1	AL033523.1
PFKFB4	SDC4	AC004917.1	AL157938.2
GPATCH11	MT1HL1	NDUFA1	MAFA
PGDP1	AC068134.1	RPS29	TAX1BP1
MAPK12	AC012513.1	ASH1L-AS1	KRT18P14
CIAO3	AC079140.5	EEF1DP1	AL139011.1
F10	AC023934.1	SEPTIN7	KLHDC4
ETS1	TERF1P2	LEMD1	AC120114.2
PPP1R17	SPHK2	OTX2	PRR15L
VANGL2	AL390719.1	LINC02749	SLC22A15
RAB32	AL354861.3	ATP5MPL	GSX1
C12orf57	AP005263.1	RPL41P2	AC092745.5
KLHDC8A	VAT1	MPZL1	LINC00678
CAPN8	LINC01333	FOCAD	CCDC24
AC108516.2	ZNF98	AL732509.1	TRIM50
PDE10A	CASC9	AC104088.1	LMCD1
TCIM	ALOX15B	SUFU	TBC1D8B
CEP85L	MT1P3	ARL6IP4	AC022140.2
BNIP3L	SNORD116-24	AC005906.1	FRAT2
ZNF441	CARHSP1	AC113194.1	CHKB-CPT1B
LINC02106	NTF4	SPAG7	NCBP2L
ZNF599	AC024580.2	PRR5L	AP003696.1
ZNF606	ACO1	RN7SKP76	SNORD14E
GPBAR1	FAR2P3	AL122125.1	XACT
SLC6A3	AC215522.2	AC008764.4	SHD
CSPG4P10	NCCRP1	AL121748.1	EXOSC5
AP001972.3	AC104237.2	PIGL	UGT8
ZNF266	IL18	EEF1A1P14	DQX1
TTYH2	AC004485.1	PWWP3B	HSPA12B
KIAA1755	TGFB2	SRP14	SNORD116-21
ABCB10P1	AL031283.2	UXT	CCDC154
LINC01659	AC020659.1	SEC63	TNFSF12-TNFSF13
NAB1	AC007386.1	PTGR1	AC139887.5
SUOX	SH3BP2	AC090403.1	CD1D
AL049766.3	CR1L	DLEU2	MFGE8
C12orf75	AC027682.4	TMIGD2	NRAP
IVNS1ABP	PSME2	AL358075.4	AL137230.3
AC132217.2	AC096708.1	C8orf34-AS1	AL353586.1
AC079145.1	SSX3	BRK1	PRKX
SEPTIN6	AC005592.1	MMD	AC010378.2
GLOD4	GRM4	MAPKAPK3	AC027682.4
HHATL	IER2	AL133500.1	RBPMS2
TOLLIP-AS1	HLA-F-AS1	RPS28	BBS7
RAB26	NPIPB3	FBN2	ZNF883
TOX3	AC099845.1	GNB4	COMTD1
SRL	AP004606.1	LINC01549	AL078604.4
AC104561.1	MTOR	AC097359.2	INTS6
CLCN3P1	NPSR1-AS1	GCOM1	DPRXP6
DLK2	GAK	EEF1DP2	AC009955.1
MN1	UBR5-AS1	GALNS	FBXL18
MCUB	ASNSP3	CTNNBL1	MAP7
RHBDD2	HRK	NFATC3	PODXL
LYRM1	AP000786.1	ELOCP21	AC026620.1
G0S2	SLC22A31	ANPEP	AL157893.1
AL451081.2	NETO1	AL162419.1	PHACTR1
FOXK2	AC126763.1	AC099850.4	RTBDN
BBS4	AL022322.1	TMA7	CLEC4G
HNRNPA1P6	AC006449.1	PITX3	OFD1
ZFAND2B	AC008569.2	MAPK12	TERF1
APPL2	RHOXF1P1	RSL24D1P2	LTK
AC037459.1	CTPS2	RPL34P34	AC010326.3
ATP6V1F	SENCR	AC063938.1	AC068858.1
MAT2B	CSMD1	LRRC42	HBA2
AL591846.2	RASGEF1A	MICAL1	GCNA
AL109925.3	AL512506.3	RPL9	TXLNG
P4HA1	LMTK2	RABL6	SPDYE3
AC068137.1	AC109460.1	TMSB15A	AL032819.2
RNA5SP155	PTPN23	CNKSR3	AC068631.1
AC087633.2	IGSF8	TNFAIP8	MIR5047
WNT7B	ZNF93	HNRNPA1P7	AL121830.1
TAL2	MT1X	HNRNPA1P46	AC093840.1
ADAMTS15	REXO2	AC010761.1	GLOD5
RPL13AP5	VCPIP1	LEMD1-DT	AC253536.2
LINC01731	TUBBP5	PTGES3L	RAB20
TAF7	MCRIP2P1	PALM3	AL157944.1
MRPL40	LINC02527	GPC6	APOA2
SH3TC1	ZXDC	RPL14	GABARAPL1
AC012313.3	ADAM23	ABRAXAS2	ACOT2
CPS1	TLN1	PARP11	HMOX1
RNF145	SNORA9	RPSAP1	CYP4X1
AC026740.3	RFFL	SLC3A2	SEPHS2
RHOC	ZIC3	AL136981.4	AC005831.1
PRC1-AS1	AC068533.4	AC107871.1	AC008870.3
PDRG1	AC122129.2	HOMER2P1	CPNE5
AC010683.1	LINC00992	FAAP20	CR391992.1
FGF5	SEC14L4	AC104306.1	MOCOS
NFIL3	GASK1A	PYGO2	FAM201A
HMGN2P46	RNU6-930P	RPL7	HPGD
RPL41P2	TULP2	MIR4647	ANO8
CCDC25	AL591686.2	FGF14-AS2	AL357079.2
PPP1R18	SIPA1L1	RPS4XP14	ZNF114
AC068473.5	TWIST2	LYRM1	FAM186B
FAM171B	AGAP6	CT75	SLC12A9-AS1
NEBL-AS1	AC079331.1	ANTXR2	HDAC5
AL731563.3	RPS10P18	BOLA3P4	AL392183.1
AC093151.5	AC027288.1	GLDCP1	TRIM22
ESD	ITPR3	RPSAP3	PCCA-DT
